rolling,AnchorId,TagID,TOA,POA_SYNC,POA_REPLY
28161,31699,2812,30743,88,92
28161,2259,17839,25826,109,40
28161,2259,2812,30737,140,141
28161,23339,17839,25868,13,164
28161,23339,2812,30724,6,17
28161,2812,17839,25831,162,83
28163,2259,17839,37892,80,24
28163,31699,17839,37921,158,83
28163,31699,2812,43026,89,89
28163,23339,17839,37893,13,213
28163,23339,2812,43008,12,5
28163,2812,17839,37893,123,57
28164,31699,17839,43943,75,246
28164,31699,2812,49173,91,91
28164,2259,17839,43918,242,166
28164,2259,2812,49170,139,134
28164,23339,17839,43950,120,55
28164,23339,2812,49152,18,14
28164,2812,17839,43940,55,184
28165,31699,17839,49984,166,42
28165,31699,2812,54804,88,92
28165,2259,17839,49948,112,231
28165,2259,2812,54805,133,140
28165,23339,17839,49974,244,141
28165,23339,2812,54785,14,17
28165,2812,17839,49948,160,50
28166,31699,17839,56024,190,55
28166,31699,2812,60945,90,89
28166,2259,17839,55970,163,46
28166,2259,2812,60946,139,138
28166,23339,17839,56018,41,140
28166,23339,2812,60932,16,8
28166,2812,17839,56006,202,34
28167,31699,17839,62039,219,116
28167,31699,2812,1558,89,89
28167,2259,17839,62016,162,41
28167,2259,2812,1561,141,133
28167,23339,17839,62024,83,221
28167,23339,2812,1540,10,22
28167,2812,17839,62035,196,75
28168,31699,17839,2550,22,133
28168,31699,2812,7702,88,89
28168,2259,17839,2504,199,79
28168,2259,2812,7701,133,127
28168,23339,17839,2513,126,221
28168,23339,2812,7684,19,1
28168,2812,17839,2505,0,139
28169,2259,17839,8556,233,105
28169,31699,17839,8588,16,166
28169,31699,2812,13845,92,91
28169,23339,17839,8595,86,3
28169,23339,2812,13824,18,20
28169,2812,17839,8563,30,142
28170,31699,17839,14617,109,15
28170,31699,2812,19478,95,91
28170,2259,17839,14587,35,203
28170,2259,2812,19478,139,137
28170,23339,17839,14607,208,86
28170,23339,2812,19465,13,15
28170,2812,17839,14600,85,235
28171,31699,17839,20639,218,152
28171,31699,2812,25625,90,83
28171,2259,17839,20617,149,53
28171,2259,2812,25625,133,137
28171,23339,17839,20623,71,237
28171,23339,2812,25601,9,9
28171,2812,17839,20643,159,92
28172,31699,17839,26678,87,210
28172,31699,2812,31762,90,89
28172,23339,17839,26662,194,65
28172,23339,2812,31749,3,17
28172,2259,17839,26644,9,163
28172,2259,2812,31765,129,137
28172,2812,17839,26646,60,220
28173,31699,17839,32723,168,55
28173,31699,2812,37909,89,90
28173,2259,17839,32679,109,33
28173,2259,2812,37909,133,138
28173,23339,17839,32734,220,139
28173,23339,2812,37893,14,12
28173,2812,17839,32686,155,87
28174,2259,17839,38716,196,54
28174,31699,17839,38746,5,139
28174,31699,2812,43537,91,95
28174,23339,17839,38753,82,205
28174,23339,2812,43525,16,2
28174,2812,17839,38742,225,99
28175,31699,17839,44770,31,172
28175,31699,2812,49681,93,94
28175,23339,17839,44754,136,14
28175,23339,2812,49665,21,18
28175,2259,17839,44737,206,96
28175,2259,2812,49682,128,129
28175,2812,17839,44745,11,133
28176,31699,17839,50814,40,181
28176,31699,2812,55826,78,90
28176,2259,17839,50778,242,122
28176,2259,2812,55833,140,131
28176,23339,17839,50786,167,12
28176,23339,2812,55809,14,17
28176,2812,17839,50770,51,200
28177,31699,17839,56853,77,196
28177,31699,2812,61974,90,89
28177,2259,17839,56823,41,141
28177,2259,2812,61969,128,139
28177,23339,17839,56864,154,30
28177,23339,2812,61957,10,9
28177,2812,17839,56836,81,175
28179,31699,17839,3369,185,86
28179,31699,2812,8217,91,85
28179,2259,17839,3341,107,11
28179,2259,2812,8209,148,139
28179,23339,17839,3365,243,202
28179,23339,2812,8192,15,16
28179,2812,17839,3346,168,73
28178,31699,17839,62875,114,1
28178,31699,2812,2577,89,93
28178,2259,17839,62847,41,167
28178,2259,2812,2577,139,127
28178,23339,17839,62875,222,55
28178,23339,2812,2565,20,12
28178,2812,17839,62868,82,218
28180,31699,17839,9420,229,130
28180,31699,2812,14362,88,88
28180,2259,17839,9371,169,73
28180,2259,2812,14361,135,137
28180,23339,17839,9411,38,215
28180,23339,2812,14337,18,11
28180,2812,17839,9381,217,150
28181,31699,17839,15444,56,193
28181,31699,2812,20501,91,88
28181,2259,17839,15415,237,152
28181,2259,2812,20501,135,140
28181,23339,17839,15447,158,28
28181,23339,2812,20480,20,12
28181,2812,17839,15437,27,162
28182,31699,17839,21470,160,76
28182,31699,2812,26649,92,92
28182,2259,17839,21452,75,244
28182,2259,2812,26645,134,134
28182,23339,17839,21450,26,184
28182,23339,2812,26632,10,13
28182,2812,17839,21452,131,56
28183,31699,17839,27516,249,64
28183,31699,2812,32798,91,82
28183,23339,17839,27486,75,212
28183,23339,2812,32769,2,18
28183,2259,17839,27478,163,30
28183,2259,2812,32794,133,135
28183,2812,17839,27476,211,71
28184,31699,17839,33554,219,86
28184,31699,2812,38422,83,92
28184,23339,17839,33522,68,196
28184,23339,2812,38405,16,11
28184,2259,17839,33513,169,44
28184,2259,2812,38426,138,138
28184,2812,17839,33524,239,82
28185,31699,17839,39574,230,90
28185,31699,2812,44569,90,91
28185,2259,17839,39546,166,12
28185,2259,2812,44565,133,149
28185,23339,17839,39565,76,207
28185,23339,2812,44544,15,21
28185,2812,17839,39560,184,59
28186,31699,17839,45608,252,107
28186,31699,2812,50710,94,81
28186,23339,17839,45614,55,181
28186,23339,2812,50693,13,8
28186,2259,17839,45578,171,34
28186,2259,2812,50709,131,134
28186,2812,17839,45590,203,76
28187,31699,17839,51662,210,55
28187,31699,2812,56853,85,84
28187,2259,17839,51613,172,28
28187,2259,2812,56849,134,141
28187,23339,17839,51643,44,159
28187,23339,2812,56841,7,22
28187,2812,17839,51621,221,97
28188,31699,17839,57684,252,140
28188,31699,2812,62490,90,85
28188,2259,17839,57656,164,73
28188,2259,2812,62489,142,128
28188,23339,17839,57683,85,223
28188,23339,2812,62465,6,12
28188,2812,17839,57677,203,95
28189,31699,17839,63706,59,198
28189,31699,2812,3094,89,90
28189,2259,17839,63688,220,102
28189,2259,2812,3096,140,140
28189,23339,17839,63722,142,248
28189,23339,2812,3073,15,18
28189,2812,17839,63701,18,160
28190,2259,17839,4184,43,168
28190,2259,2812,9241,138,135
28190,31699,17839,4223,94,229
28190,31699,2812,9238,82,92
28190,23339,17839,4228,178,50
28190,23339,2812,9217,9,10
28190,2812,17839,4189,86,214
28191,31699,17839,10260,136,255
28191,31699,2812,15377,81,88
28191,2259,17839,10228,66,186
28191,2259,2812,15385,127,140
28191,23339,17839,10258,215,67
28191,23339,2812,15365,12,11
28191,2812,17839,10246,119,215
28192,31699,17839,16287,136,224
28192,31699,2812,21525,89,90
28192,2259,17839,16258,50,145
28192,2259,2812,21526,123,130
28192,23339,17839,16279,211,69
28192,23339,2812,21504,15,6
28192,2812,17839,16267,110,185
28193,31699,17839,22336,70,150
28193,31699,2812,27158,90,92
28193,23339,17839,22335,114,243
28193,23339,2812,27137,17,19
28193,2259,17839,22294,242,88
28193,2259,2812,27158,134,140
28193,2812,17839,22319,13,145
28194,31699,17839,28374,26,144
28194,31699,2812,33306,92,90
28194,23339,17839,28375,78,225
28194,23339,2812,33285,11,0
28194,2259,17839,28332,227,101
28194,2259,2812,33297,129,137
28194,2812,17839,28355,12,104
28196,31699,17839,40439,243,51
28196,31699,2812,45594,89,90
28196,2259,17839,40401,169,248
28196,2259,2812,45585,139,139
28196,23339,17839,40406,89,184
28196,23339,2812,45569,10,17
28196,2812,17839,40406,197,53
28195,2259,17839,34371,193,42
28195,31699,17839,34395,16,119
28195,31699,2812,39454,90,78
28195,23339,17839,34394,70,223
28195,23339,2812,39426,14,8
28195,2812,17839,34396,220,69
28197,31699,17839,46484,186,53
28197,31699,2812,51734,90,89
28197,2259,17839,46446,135,252
28197,2259,2812,51732,122,140
28197,23339,17839,46470,26,144
28197,23339,2812,51721,6,16
28197,2812,17839,46453,206,15
28198,31699,17839,52502,192,49
28198,31699,2812,57362,82,89
28198,2259,17839,52478,113,227
28198,2259,2812,57361,134,129
28198,23339,17839,52499,14,154
28198,23339,2812,57346,17,6
28198,2812,17839,52496,158,16
28199,31699,17839,58535,215,72
28199,31699,2812,63514,92,90
28199,2259,17839,58510,130,241
28199,2259,2812,63508,133,139
28199,23339,17839,58558,6,111
28199,23339,2812,63490,16,13
28199,2812,17839,58514,193,34
28200,31699,17839,64589,181,28
28200,31699,2812,4122,82,89
28200,2259,17839,64553,126,225
28200,2259,2812,4116,134,129
28200,23339,17839,64584,20,88
28200,23339,2812,4098,20,18
28200,2812,17839,64562,175,24
28201,2259,17839,5056,91,189
28201,31699,17839,5079,167,16
28201,31699,2812,10262,91,90
28201,23339,17839,5081,12,64
28201,23339,2812,10242,17,20
28201,2812,17839,5073,137,203
28202,31699,17839,11117,122,204
28202,31699,2812,16410,92,90
28202,2259,17839,11085,40,115
28202,2259,2812,16401,133,134
28202,23339,17839,11124,179,6
28202,23339,2812,16386,11,18
28202,2812,17839,11094,82,160
28204,31699,17839,23202,215,34
28204,31699,2812,28181,86,78
28204,2259,17839,23176,147,204
28204,2259,2812,28186,131,139
28204,23339,17839,23179,65,144
28204,23339,2812,28162,7,17
28204,2812,17839,23192,170,245
28203,31699,17839,17170,5,105
28203,31699,2812,22038,96,92
28203,23339,17839,17150,92,204
28203,23339,2812,22018,14,11
28203,2259,17839,17127,225,49
28203,2259,2812,22040,127,135
28203,2812,17839,17138,253,81
28205,31699,17839,29240,124,173
28205,31699,2812,34326,90,95
28205,2259,17839,29205,42,123
28205,2259,2812,34328,140,140
28205,23339,17839,29231,182,43
28205,23339,2812,34309,0,19
28205,2812,17839,29214,88,180
28206,31699,17839,35277,42,155
28206,31699,2812,40470,90,96
28206,2259,17839,35243,252,90
28206,2259,2812,40467,125,142
28206,23339,17839,35264,144,2
28206,23339,2812,40449,16,18
28206,2812,17839,35243,21,125
28207,31699,17839,41299,50,167
28207,31699,2812,46106,91,91
28207,2259,17839,41285,223,81
28207,2259,2812,46100,129,134
28207,23339,17839,41284,152,21
28207,23339,2812,46082,17,21
28207,2812,17839,41282,11,136
28208,31699,17839,47348,35,135
28208,31699,2812,52247,91,97
28208,2259,17839,47307,229,81
28208,2259,2812,52248,135,135
28208,23339,17839,47319,148,223
28208,23339,2812,52225,6,20
28208,2812,17839,47313,17,144
28209,31699,17839,53394,0,117
28209,31699,2812,58393,86,91
28209,2259,17839,53347,207,41
28209,2259,2812,58389,139,145
28209,23339,17839,53367,91,219
28209,23339,2812,58369,17,18
28209,2812,17839,53365,5,65
28210,31699,17839,59417,207,36
28210,31699,2812,64530,90,88
28210,2259,17839,59396,141,216
28210,2259,2812,64532,132,120
28210,23339,17839,59412,62,141
28210,23339,2812,64517,7,2
28210,2812,17839,59403,178,3
28211,31699,17839,65459,150,172
28211,31699,2812,5145,90,86
28211,2259,17839,65429,47,109
28211,2259,2812,5144,135,142
28211,23339,17839,65448,196,13
28211,23339,2812,5125,7,19
28211,2812,17839,65428,104,170
28212,31699,17839,5968,249,54
28212,31699,2812,10779,92,92
28212,23339,17839,5948,94,147
28212,23339,2812,10754,16,14
28212,2259,17839,5943,187,222
28212,2259,2812,10773,134,141
28212,2812,17839,5940,209,10
28213,31699,17839,11994,132,187
28213,31699,2812,16922,81,91
28213,2259,17839,11970,46,96
28213,2259,2812,16921,134,136
28213,23339,17839,12000,201,10
28213,23339,2812,16902,17,14
28213,2812,17839,11991,88,139
28215,31699,17839,24087,11,99
28215,31699,2812,29210,90,83
28215,2259,17839,24061,204,19
28215,2259,2812,29205,140,131
28215,23339,17839,24079,105,215
28215,23339,2812,29189,12,1
28215,2812,17839,24075,237,62
28214,31699,17839,18062,194,192
28214,31699,2812,23067,92,88
28214,2259,17839,18014,154,146
28214,2259,2812,23056,135,127
28214,23339,17839,18047,30,17
28214,23339,2812,23042,12,14
28214,2812,17839,18013,215,215
28216,31699,17839,30125,213,71
28216,31699,2812,35355,93,91
28216,2259,17839,30099,139,226
28216,2259,2812,35352,140,147
28216,23339,17839,30139,15,109
28216,23339,2812,35337,9,12
28216,2812,17839,30095,195,36
28217,31699,17839,36180,136,238
28217,31699,2812,40987,93,91
28217,2259,17839,36129,100,178
28217,2259,2812,40986,130,129
28217,23339,17839,36153,218,90
28217,23339,2812,40965,0,11
28217,2812,17839,36149,128,194
28218,31699,17839,42196,64,149
28218,31699,2812,47122,93,89
28218,2259,17839,42177,242,44
28218,2259,2812,47125,141,128
28218,23339,17839,42215,124,189
28218,23339,2812,47113,4,10
28218,2812,17839,42205,27,80
28219,31699,17839,48255,205,197
28219,31699,2812,53269,89,89
28219,2259,17839,48209,103,159
28219,2259,2812,53270,126,133
28219,23339,17839,48244,243,34
28219,23339,2812,53253,15,15
28219,2812,17839,48216,156,208
28220,31699,17839,54287,253,37
28220,31699,2812,59410,93,92
28220,2259,17839,54267,176,212
28220,2259,2812,59412,137,139
28220,23339,17839,54275,91,134
28220,23339,2812,59397,7,18
28220,2812,17839,54270,216,8
28221,31699,17839,60331,97,171
28221,31699,2812,22,88,90
28221,2259,17839,60300,27,86
28221,2259,2812,27,138,135
28221,23339,17839,60307,205,13
28221,23339,2812,5,1,11
28221,2812,17839,60300,75,141
28222,31699,17839,850,180,239
28222,31699,2812,5654,91,89
28222,2259,17839,808,136,168
28222,2259,2812,5657,137,141
28222,23339,17839,824,21,83
28222,23339,2812,5638,9,0
28222,2812,17839,831,202,188
28223,31699,17839,6884,22,75
28223,31699,2812,11799,87,92
28223,2259,17839,6852,197,245
28223,2259,2812,11800,133,135
28223,23339,17839,6875,132,130
28223,23339,2812,11781,15,7
28223,2812,17839,6873,247,17
28224,31699,17839,12923,183,218
28224,31699,2812,17942,89,92
28224,2259,17839,12881,100,164
28224,2259,2812,17939,139,132
28224,23339,17839,12916,224,55
28224,23339,2812,17925,10,17
28224,2812,17839,12892,144,206
28225,2259,17839,18936,238,26
28225,31699,17839,18961,35,96
28225,31699,2812,24082,97,98
28225,23339,17839,18942,133,196
28225,23339,2812,24069,10,24
28225,2812,17839,18937,252,69
28226,31699,17839,24991,207,37
28226,31699,2812,30226,93,83
28226,2259,17839,24968,129,201
28226,2259,2812,30229,140,138
28226,23339,17839,24993,255,120
28226,23339,2812,30214,16,13
28226,2812,17839,24978,160,4
28228,31699,17839,37077,194,255
28228,31699,2812,42007,90,89
28228,2259,17839,37049,126,171
28228,2259,2812,42000,142,138
28228,23339,17839,37078,30,83
28228,23339,2812,41989,21,9
28228,2812,17839,37081,153,196
28227,31699,17839,31059,60,128
28227,31699,2812,35867,93,93
28227,2259,17839,31008,35,64
28227,2259,2812,35865,146,141
28227,23339,17839,31031,169,208
28227,23339,2812,35841,20,23
28227,2812,17839,31027,85,69
28229,31699,17839,43129,87,122
28229,31699,2812,48150,93,88
28229,2259,17839,43086,4,51
28229,2259,2812,48148,131,133
28229,23339,17839,43110,129,200
28229,23339,2812,48129,7,18
28229,2812,17839,43097,54,120
28231,31699,17839,55200,18,57
28231,31699,2812,60434,89,88
28231,2259,17839,55181,174,233
28231,2259,2812,60437,141,135
28231,23339,17839,55218,64,110
28231,23339,2812,60421,16,11
28231,2812,17839,55196,219,25
28230,31699,17839,49166,180,211
28230,31699,2812,54299,96,89
28230,23339,17839,49150,26,55
28230,23339,2812,54281,4,8
28230,2259,17839,49136,123,146
28230,2259,2812,54288,130,138
28230,2812,17839,49145,153,172
28232,31699,17839,61262,16,57
28232,31699,2812,538,93,92
28232,2259,17839,61218,227,0
28232,2259,2812,537,135,134
28232,23339,17839,61254,110,147
28232,23339,2812,522,12,16
28232,2812,17839,61223,23,24
28233,31699,17839,1757,149,212
28233,31699,2812,6678,91,91
28233,2259,17839,1723,81,147
28233,2259,2812,6680,137,129
28233,23339,17839,1751,214,72
28233,23339,2812,6662,19,6
28233,2812,17839,1741,102,189
28234,31699,17839,7793,67,102
28234,31699,2812,12822,90,92
28234,2259,17839,7761,255,50
28234,2259,2812,12824,147,132
28234,23339,17839,7808,125,181
28234,23339,2812,12802,17,16
28234,2812,17839,7765,43,87
28235,31699,17839,13839,184,215
28235,31699,2812,18966,89,89
28235,23339,17839,13814,24,76
28235,23339,2812,18954,6,14
28235,2259,17839,13808,124,151
28235,2259,2812,18961,128,138
28235,2812,17839,13810,132,178
28236,31699,17839,19867,47,122
28236,31699,2812,25114,82,90
28236,23339,17839,19861,156,213
28236,23339,2812,25093,18,2
28236,2259,17839,19850,217,43
28236,2259,2812,25109,134,134
28236,2812,17839,19862,12,76
28237,2259,17839,25880,52,95
28237,31699,17839,25929,112,147
28237,31699,2812,30739,90,91
28237,23339,17839,25927,204,216
28237,23339,2812,30721,19,17
28237,2812,17839,25900,111,130
28238,31699,17839,31966,215,22
28238,31699,2812,36882,94,90
28238,2259,17839,31938,161,197
28238,2259,2812,36885,139,138
28238,23339,17839,31956,80,74
28238,23339,2812,36870,10,10
28238,2812,17839,31957,177,226
28239,31699,17839,38004,84,133
28239,31699,2812,43034,91,90
28239,2259,17839,37962,16,82
28239,2259,2812,43033,141,121
28239,23339,17839,37967,195,15
28239,23339,2812,43014,21,4
28239,2812,17839,37962,69,138
28240,31699,17839,44056,185,7
28240,31699,2812,49175,92,91
28240,2259,17839,44011,162,200
28240,2259,2812,49177,139,124
28240,23339,17839,44036,38,89
28240,23339,2812,49158,13,7
28240,2812,17839,44027,190,227
28241,31699,17839,50081,94,175
28241,31699,2812,55323,92,89
28241,23339,17839,50060,219,17
28241,23339,2812,55297,8,18
28241,2259,17839,50060,27,91
28241,2259,2812,55316,133,141
28241,2812,17839,50054,64,139
28242,31699,17839,56137,183,5
28242,31699,2812,60954,93,97
28242,23339,17839,56116,4,106
28242,23339,2812,60934,12,19
28242,2259,17839,56092,130,216
28242,2259,2812,60953,139,138
28242,2812,17839,56120,125,2
28243,31699,17839,62165,107,187
28243,31699,2812,1563,89,99
28243,23339,17839,62141,224,28
28243,23339,2812,1541,10,8
28243,2259,17839,62135,54,103
28243,2259,2812,1556,131,138
28243,2812,17839,62149,90,136
28244,31699,17839,2662,23,63
28244,31699,2812,7704,89,92
28244,23339,17839,2679,62,103
28244,23339,2812,7682,10,17
28244,2259,17839,2633,184,223
28244,2259,2812,7703,142,147
28244,2812,17839,2642,231,25
28245,31699,17839,8718,114,146
28245,31699,2812,13846,78,90
28245,2259,17839,8677,49,85
28245,2259,2812,13843,135,128
28245,23339,17839,8717,177,209
28245,23339,2812,13831,10,18
28245,2812,17839,8686,113,126
28246,2259,17839,14726,51,105
28246,31699,17839,14742,145,191
28246,31699,2812,19991,88,90
28246,23339,17839,14751,210,16
28246,23339,2812,19970,17,15
28246,2812,17839,14742,91,147
28247,31699,17839,20804,213,1
28247,31699,2812,25626,93,92
28247,2259,17839,20755,168,209
28247,2259,2812,25625,127,139
28247,23339,17839,20780,84,99
28247,23339,2812,25610,2,10
28247,2812,17839,20773,207,255
28248,31699,17839,26839,63,128
28248,31699,2812,31763,91,91
28248,2259,17839,26807,14,31
28248,2259,2812,31766,147,145
28248,23339,17839,26833,171,206
28248,23339,2812,31745,15,21
28248,2812,17839,26827,30,96
28249,31699,17839,32874,197,196
28249,31699,2812,37910,90,95
28249,23339,17839,32861,10,63
28249,23339,2812,37893,14,18
28249,2259,17839,32838,104,156
28249,2259,2812,37913,137,147
28249,2812,17839,32849,149,199
28250,31699,17839,38931,239,36
28250,31699,2812,44059,90,88
28250,23339,17839,38897,85,141
28250,23339,2812,44034,15,3
28250,2259,17839,38896,178,242
28250,2259,2812,44049,140,126
28250,2812,17839,38898,249,248
28251,31699,17839,44958,126,158
28251,31699,2812,50194,94,95
28251,2259,17839,44923,38,94
28251,2259,2812,50197,140,127
28251,23339,17839,44936,211,2
28251,23339,2812,50186,15,17
28251,2812,17839,44932,76,137
28253,2259,17839,57012,5,38
28253,31699,17839,57047,57,126
28253,31699,2812,61974,89,90
28253,23339,17839,57048,134,208
28253,23339,2812,61962,10,6
28253,2812,17839,57021,38,91
28252,31699,17839,51014,215,5
28252,31699,2812,55827,96,91
28252,23339,17839,50988,75,80
28252,23339,2812,55810,20,9
28252,2259,17839,50964,156,208
28252,2259,2812,55832,140,126
28252,2812,17839,50961,199,23
28254,31699,17839,63082,179,214
28254,31699,2812,2586,90,90
28254,2259,17839,63050,96,108
28254,2259,2812,2581,149,120
28254,23339,17839,63056,18,55
28254,23339,2812,2561,16,11
28254,2812,17839,63055,139,178
28255,31699,17839,3600,223,254
28255,31699,2812,8727,97,91
28255,2259,17839,3563,169,196
28255,2259,2812,8728,134,140
28255,23339,17839,3591,68,71
28255,23339,2812,8706,22,22
28255,2812,17839,3601,167,215
28256,31699,17839,9630,41,45
28256,31699,2812,14872,98,95
28256,2259,17839,9609,222,205
28256,2259,2812,14870,134,138
28256,23339,17839,9622,140,112
28256,23339,2812,14855,18,16
28256,2812,17839,9610,2,4
28257,31699,17839,15694,27,20
28257,31699,2812,20507,91,91
28257,23339,17839,15705,111,88
28257,23339,2812,20482,8,15
28257,2259,17839,15653,235,233
28257,2259,2812,20500,129,128
28257,2812,17839,15655,38,49
28258,31699,17839,21723,32,48
28258,31699,2812,26644,97,94
28258,2259,17839,21698,217,223
28258,2259,2812,26652,120,139
28258,23339,17839,21715,145,122
28258,23339,2812,26626,9,10
28258,2812,17839,21712,7,25
28259,31699,17839,27778,29,17
28259,31699,2812,32794,92,89
28259,2259,17839,27740,225,219
28259,2259,2812,32793,128,148
28259,23339,17839,27795,110,77
28259,23339,2812,32771,20,12
28259,2812,17839,27748,31,7
28260,31699,17839,33819,67,81
28260,31699,2812,38935,89,93
28260,2259,17839,33794,239,10
28260,2259,2812,38933,138,135
28260,23339,17839,33809,154,183
28260,23339,2812,38918,18,12
28260,2812,17839,33815,15,34
28261,31699,17839,39866,155,165
28261,31699,2812,45075,90,99
28261,2259,17839,39829,60,98
28261,2259,2812,45080,136,127
28261,23339,17839,39845,3,7
28261,23339,2812,45062,10,255
28261,2812,17839,39824,127,153
28262,31699,17839,45911,183,195
28262,31699,2812,50706,96,91
28262,2259,17839,45884,111,141
28262,2259,2812,50708,134,133
28262,23339,17839,45908,36,16
28262,23339,2812,50690,22,11
28262,2812,17839,45897,196,165
28263,31699,17839,51939,255,23
28263,31699,2812,56854,96,84
28263,2259,17839,51913,167,187
28263,2259,2812,56852,140,127
28263,23339,17839,51917,88,118
28263,23339,2812,56833,18,252
28263,2812,17839,51928,199,238
28264,31699,17839,57997,26,53
28264,31699,2812,63003,90,91
28264,2259,17839,57963,226,245
28264,2259,2812,63001,134,139
28264,23339,17839,57973,125,152
28264,23339,2812,62978,21,23
28264,2812,17839,57971,11,9
28265,31699,17839,64033,88,131
28265,31699,2812,3612,91,90
28265,2259,17839,64007,15,44
28265,2259,2812,3607,138,132
28265,23339,17839,64032,203,181
28265,23339,2812,3595,16,1
28265,2812,17839,64024,34,81
28266,31699,17839,4550,147,173
28266,31699,2812,9755,91,91
28266,2259,17839,4509,95,111
28266,2259,2812,9753,138,139
28266,23339,17839,4517,212,17
28266,23339,2812,9738,250,16
28266,2812,17839,4509,151,188
28268,31699,17839,16632,14,10
28268,31699,2812,21531,92,90
28268,2259,17839,16599,175,209
28268,2259,2812,21529,128,140
28268,23339,17839,16615,104,94
28268,23339,2812,21506,16,14
28268,2812,17839,16619,230,200
28267,31699,17839,10585,204,249
28267,31699,2812,15383,91,91
28267,23339,17839,10579,62,82
28267,23339,2812,15362,17,16
28267,2259,17839,10560,152,164
28267,2259,2812,15377,134,131
28267,2812,17839,10575,162,193
28269,2259,17839,22647,210,232
28269,31699,17839,22673,15,62
28269,31699,2812,27674,97,91
28269,23339,17839,22678,81,149
28269,23339,2812,27650,7,19
28269,2812,17839,22672,235,18
28270,31699,17839,28708,124,147
28270,31699,2812,33820,91,91
28270,23339,17839,28725,185,184
28270,23339,2812,33794,10,21
28270,2259,17839,28688,39,53
28270,2259,2812,33817,127,140
28270,2812,17839,28691,94,117
28272,31699,17839,40798,197,215
28272,31699,2812,45594,95,89
28272,23339,17839,40798,36,12
28272,23339,2812,45575,3,16
28272,2259,17839,40773,90,112
28272,2259,2812,45593,127,126
28272,2812,17839,40792,145,168
28271,31699,17839,34775,142,154
28271,31699,2812,39959,90,91
28271,2259,17839,34735,86,82
28271,2259,2812,39957,131,131
28271,23339,17839,34769,216,227
28271,23339,2812,39938,9,14
28271,2812,17839,34744,138,107
28273,31699,17839,46863,185,204
28273,31699,2812,51739,89,90
28273,2259,17839,46812,154,167
28273,2259,2812,51734,134,125
28273,23339,17839,46849,64,29
28273,23339,2812,51714,17,20
28273,2812,17839,46821,210,188
28274,31699,17839,52885,233,212
28274,31699,2812,57875,84,92
28274,2259,17839,52868,158,125
28274,2259,2812,57877,122,128
28274,23339,17839,52874,83,55
28274,23339,2812,57858,10,18
28274,2812,17839,52881,195,175
28275,31699,17839,58946,184,173
28275,31699,2812,64023,91,91
28275,2259,17839,58905,132,114
28275,2259,2812,64016,129,139
28275,23339,17839,58916,14,29
28275,23339,2812,64002,9,17
28275,2812,17839,58907,197,192
28278,31699,17839,11538,6,55
28278,31699,2812,16406,90,89
28278,2259,17839,11513,205,215
28278,2259,2812,16408,130,135
28278,23339,17839,11550,72,145
28278,23339,2812,16390,8,18
28278,2812,17839,11527,234,13
28276,31699,17839,64983,180,202
28276,31699,2812,4630,89,93
28276,2259,17839,64962,98,111
28276,2259,2812,4632,131,148
28276,23339,17839,64984,25,14
28276,23339,2812,4610,18,16
28276,2812,17839,64971,129,159
28277,31699,17839,5504,223,218
28277,31699,2812,10267,94,91
28277,2259,17839,5462,142,169
28277,2259,2812,10265,129,132
28277,23339,17839,5481,74,73
28277,23339,2812,10246,8,13
28277,2812,17839,5458,191,223
28279,31699,17839,17587,25,253
28279,31699,2812,22547,90,92
28279,23339,17839,17568,89,88
28279,23339,2812,22535,12,21
28279,2259,17839,17545,198,205
28279,2259,2812,22552,133,140
28279,2812,17839,17545,6,0
28280,31699,17839,23638,9,10
28280,31699,2812,28690,99,92
28280,2259,17839,23599,219,203
28280,2259,2812,28692,139,132
28280,23339,17839,23650,73,81
28280,23339,2812,28678,16,10
28280,2812,17839,23620,1,233
28281,31699,17839,29663,46,67
28281,31699,2812,34838,100,98
28281,2259,17839,29639,220,238
28281,2259,2812,34839,138,138
28281,23339,17839,29671,142,104
28281,23339,2812,34822,16,10
28281,2812,17839,29648,3,17
28282,31699,17839,35736,31,19
28282,31699,2812,40987,90,92
28282,23339,17839,35723,147,130
28282,23339,2812,40963,20,16
28282,2259,17839,35708,236,194
28282,2259,2812,40984,147,149
28282,2812,17839,35718,246,244
28283,31699,17839,41781,219,171
28283,31699,2812,46616,92,89
28283,23339,17839,41752,76,46
28283,23339,2812,46595,19,17
28283,2259,17839,41739,155,117
28283,2259,2812,46614,132,137
28283,2812,17839,41749,192,167
28284,31699,17839,47837,141,129
28284,31699,2812,52764,83,92
28284,2259,17839,47801,79,50
28284,2259,2812,52758,134,132
28284,23339,17839,47836,218,218
28284,23339,2812,52738,11,17
28284,2812,17839,47824,104,81
28285,31699,17839,53873,123,82
28285,31699,2812,58903,92,96
28285,23339,17839,53872,187,173
28285,23339,2812,58882,9,16
28285,2259,17839,53836,41,39
28285,2259,2812,58900,141,141
28285,2812,17839,53846,87,85
28286,31699,17839,59922,55,48
28286,31699,2812,65051,90,89
28286,2259,17839,59894,2,218
28286,2259,2812,65044,129,133
28286,23339,17839,59907,161,155
28286,23339,2812,65026,24,19
28286,2812,17839,59896,28,0
28287,31699,17839,425,54,45
28287,31699,2812,5659,91,93
28287,2259,17839,399,218,220
28287,2259,2812,5655,142,134
28287,23339,17839,424,141,100
28287,23339,2812,5638,14,12
28287,2812,17839,409,19,13
28288,31699,17839,6488,254,255
28288,31699,2812,11288,95,93
