rolling,AnchorId,TagID,Distance,RXL,FPL
440,2812,17839,291,67,74
441,17839,2812,289,68,74
441,2812,17839,292,65,75
442,17839,2812,291,68,74
442,2812,17839,290,65,74
443,17839,2812,292,68,75
443,2812,17839,291,65,74
444,17839,2812,290,68,74
444,2812,17839,287,65,74
445,17839,2812,291,67,74
445,2812,17839,290,65,74
446,17839,2812,287,68,74
446,2812,17839,290,65,74
447,17839,2812,290,68,74
447,2812,17839,288,65,74
448,17839,2812,290,67,74
448,2812,17839,291,65,74
449,17839,2812,288,68,74
449,2812,17839,288,67,75
450,17839,2812,291,68,75
450,2812,17839,289,67,75
451,17839,2812,288,68,74
451,2812,17839,289,65,74
452,17839,2812,289,67,74
452,2812,17839,292,65,74
453,17839,2812,289,67,74
453,2812,17839,288,65,75
454,17839,2812,292,68,74
454,2812,17839,290,65,74
455,17839,2812,288,67,74
455,2812,17839,289,65,75
456,17839,2812,290,68,75
456,2812,17839,289,65,75
457,17839,2812,289,68,74
457,2812,17839,290,65,75
458,17839,2812,289,68,74
458,2812,17839,290,65,75
459,17839,2812,290,68,75
459,2812,17839,291,65,76
460,17839,2812,290,68,75
460,2812,17839,291,65,75
461,17839,2812,291,68,75
461,2812,17839,294,65,76
462,17839,2812,291,67,74
462,2812,17839,289,65,76
463,17839,2812,294,68,74
463,2812,17839,289,65,75
465,17839,2812,289,68,75
465,2812,17839,289,67,74
464,17839,2812,289,68,74
464,2812,17839,288,65,75
466,17839,2812,288,68,74
466,2812,17839,288,67,75
467,17839,2812,289,67,73
467,2812,17839,287,67,75
468,17839,2812,288,67,73
468,2812,17839,287,67,75
469,17839,2812,287,68,75
469,2812,17839,290,65,75
470,17839,2812,287,68,74
470,2812,17839,290,65,75
471,17839,2812,290,68,75
471,2812,17839,295,70,81
472,17839,2812,290,68,75
472,2812,17839,292,65,75
473,17839,2812,295,68,75
473,2812,17839,292,73,81
474,17839,2812,292,68,75
474,2812,17839,289,67,75
475,17839,2812,292,68,75
475,2812,17839,288,65,74
476,17839,2812,289,67,73
476,2812,17839,287,67,74
478,17839,2812,287,68,74
478,2812,17839,289,65,74
477,17839,2812,288,68,74
477,2812,17839,292,65,74
479,17839,2812,292,68,75
479,2812,17839,286,65,76
480,17839,2812,289,68,76
480,2812,17839,289,65,75
481,17839,2812,286,68,75
481,2812,17839,292,67,75
482,17839,2812,289,68,75
482,2812,17839,291,65,75
483,17839,2812,292,68,75
483,2812,17839,290,67,75
484,17839,2812,291,68,74
484,2812,17839,289,65,75
485,17839,2812,290,67,74
485,2812,17839,288,67,75
486,17839,2812,289,67,73
486,2812,17839,290,65,74
487,17839,2812,288,67,73
487,2812,17839,290,65,75
489,17839,2812,290,67,74
489,2812,17839,290,65,76
488,17839,2812,290,67,74
488,2812,17839,289,65,76
490,17839,2812,289,68,75
490,2812,17839,292,65,75
491,17839,2812,290,68,75
491,2812,17839,289,65,74
492,17839,2812,292,68,75
492,2812,17839,289,67,74
493,17839,2812,289,68,74
493,2812,17839,290,67,74
494,17839,2812,289,68,74
494,2812,17839,288,67,75
495,17839,2812,290,67,74
495,2812,17839,288,65,75
496,17839,2812,288,68,75
496,2812,17839,289,65,75
497,17839,2812,288,68,75
497,2812,17839,289,67,75
498,17839,2812,289,68,75
498,2812,17839,292,67,75
499,17839,2812,289,68,75
499,2812,17839,289,67,75
500,17839,2812,292,68,74
500,2812,17839,291,65,74
501,17839,2812,289,68,75
501,2812,17839,288,65,75
502,17839,2812,291,68,74
502,2812,17839,289,65,75
503,17839,2812,288,68,75
503,2812,17839,289,65,76
504,17839,2812,289,68,75
504,2812,17839,293,65,75
505,17839,2812,289,68,75
505,2812,17839,293,65,75
506,17839,2812,293,68,74
506,2812,17839,287,67,75
507,17839,2812,293,67,73
507,2812,17839,290,65,74
508,17839,2812,287,67,74
508,2812,17839,290,70,80
509,17839,2812,290,68,74
509,2812,17839,290,65,75
510,17839,2812,290,68,76
510,2812,17839,293,65,75
511,17839,2812,290,68,75
511,2812,17839,291,67,74
512,17839,2812,293,67,73
512,2812,17839,288,65,74
513,17839,2812,291,67,74
513,2812,17839,289,65,75
514,17839,2812,288,68,75
514,2812,17839,289,65,75
515,17839,2812,289,68,76
515,2812,17839,292,71,82
516,17839,2812,289,68,75
516,2812,17839,287,65,75
517,17839,2812,292,68,74
517,2812,17839,289,65,74
518,17839,2812,287,67,74
518,2812,17839,292,65,74
519,17839,2812,289,68,74
519,2812,17839,291,65,75
520,17839,2812,292,67,74
520,2812,17839,290,65,76
521,17839,2812,291,68,75
521,2812,17839,288,67,75
522,17839,2812,290,67,73
522,2812,17839,288,65,74
523,17839,2812,288,67,73
523,2812,17839,289,65,75
524,17839,2812,288,68,74
524,2812,17839,290,67,76
525,17839,2812,289,68,75
525,2812,17839,292,65,75
526,17839,2812,290,68,74
526,2812,17839,291,65,75
527,17839,2812,292,67,74
527,2812,17839,287,67,74
528,17839,2812,291,68,75
528,2812,17839,292,67,75
529,17839,2812,287,68,75
529,2812,17839,292,65,76
530,17839,2812,292,68,75
530,2812,17839,290,65,74
531,17839,2812,292,67,73
531,2812,17839,290,67,75
533,17839,2812,290,68,75
533,2812,17839,291,67,75
532,17839,2812,290,67,74
532,2812,17839,290,65,74
534,17839,2812,290,68,74
534,2812,17839,287,65,74
535,17839,2812,291,67,74
535,2812,17839,290,65,74
536,17839,2812,287,68,74
536,2812,17839,292,67,75
537,17839,2812,290,68,75
537,2812,17839,295,65,76
538,17839,2812,292,68,74
538,2812,17839,288,67,75
539,17839,2812,295,67,74
539,2812,17839,289,67,75
540,17839,2812,288,68,75
540,2812,17839,292,67,76
541,17839,2812,289,67,75
541,2812,17839,291,65,75
542,17839,2812,292,67,74
542,2812,17839,288,65,74
543,17839,2812,291,68,75
543,2812,17839,288,67,75
544,17839,2812,288,68,74
544,2812,17839,292,67,75
545,17839,2812,288,68,75
545,2812,17839,290,67,75
546,17839,2812,292,68,74
546,2812,17839,290,65,74
547,17839,2812,290,68,74
547,2812,17839,292,67,75
548,17839,2812,290,68,75
548,2812,17839,294,65,75
550,17839,2812,294,68,74
550,2812,17839,289,67,75
549,17839,2812,292,68,74
549,2812,17839,289,67,74
551,17839,2812,289,68,74
551,2812,17839,293,65,75
552,17839,2812,289,68,74
552,2812,17839,290,65,75
553,17839,2812,293,68,74
553,2812,17839,289,65,74
554,17839,2812,290,67,74
554,2812,17839,289,65,75
555,17839,2812,289,68,75
555,2812,17839,292,65,75
556,17839,2812,289,68,74
556,2812,17839,291,67,74
557,17839,2812,292,67,74
557,2812,17839,287,65,74
558,17839,2812,291,68,74
558,2812,17839,294,67,75
559,17839,2812,287,68,75
559,2812,17839,292,65,75
560,17839,2812,294,67,74
560,2812,17839,287,67,75
561,17839,2812,292,67,74
561,2812,17839,290,65,75
562,17839,2812,287,68,74
562,2812,17839,290,65,75
563,17839,2812,290,67,74
563,2812,17839,288,67,74
564,17839,2812,290,68,75
564,2812,17839,290,67,75
565,17839,2812,288,68,75
565,2812,17839,290,65,76
566,17839,2812,290,67,74
566,2812,17839,289,67,74
567,17839,2812,290,68,74
567,2812,17839,288,69,77
568,17839,2812,289,68,75
568,2812,17839,291,67,75
569,17839,2812,288,68,75
569,2812,17839,292,67,75
570,17839,2812,291,68,73
570,2812,17839,289,65,74
571,17839,2812,292,67,74
571,2812,17839,290,65,75
572,17839,2812,289,67,74
572,2812,17839,288,65,74
573,17839,2812,290,67,73
573,2812,17839,288,65,75
574,17839,2812,288,68,75
574,2812,17839,293,65,75
575,17839,2812,288,67,74
575,2812,17839,288,67,74
576,17839,2812,293,67,74
576,2812,17839,287,65,75
577,17839,2812,288,68,74
577,2812,17839,291,71,81
578,17839,2812,287,67,74
578,2812,17839,289,67,75
579,17839,2812,291,68,75
579,2812,17839,290,67,76
580,17839,2812,289,68,74
580,2812,17839,291,67,75
581,17839,2812,290,67,74
581,2812,17839,287,67,75
582,17839,2812,291,68,74
582,2812,17839,291,67,75
583,17839,2812,287,68,74
583,2812,17839,290,71,81
584,17839,2812,291,68,74
584,2812,17839,293,70,79
585,17839,2812,290,68,74
585,2812,17839,292,65,76
586,17839,2812,293,68,75
586,2812,17839,291,65,75
587,17839,2812,292,67,74
587,2812,17839,290,65,75
588,17839,2812,291,68,75
588,2812,17839,290,67,75
589,17839,2812,290,67,74
589,2812,17839,289,67,75
590,17839,2812,290,68,75
590,2812,17839,292,67,76
591,17839,2812,289,68,74
591,2812,17839,288,67,75
592,17839,2812,292,67,73
592,2812,17839,285,67,76
593,17839,2812,288,67,74
593,2812,17839,290,65,75
594,17839,2812,285,67,73
594,2812,17839,287,67,75
595,17839,2812,290,68,76
595,2812,17839,294,70,80
596,17839,2812,287,68,75
596,2812,17839,291,67,74
597,17839,2812,294,67,74
597,2812,17839,292,65,75
598,17839,2812,291,68,75
598,2812,17839,290,67,75
599,17839,2812,292,68,74
599,2812,17839,291,65,75
600,17839,2812,290,68,75
600,2812,17839,294,67,75
602,17839,2812,294,68,74
602,2812,17839,288,67,76
601,17839,2812,291,67,73
601,2812,17839,290,65,75
603,17839,2812,290,68,75
603,2812,17839,289,67,75
605,17839,2812,289,68,75
605,2812,17839,292,65,75
604,17839,2812,288,67,74
604,2812,17839,290,65,74
606,17839,2812,290,68,74
606,2812,17839,290,65,74
607,17839,2812,292,68,75
607,2812,17839,293,65,76
608,17839,2812,290,67,74
608,2812,17839,289,67,75
609,17839,2812,293,68,74
609,2812,17839,290,67,76
610,17839,2812,289,68,75
610,2812,17839,290,67,74
611,17839,2812,290,68,74
611,2812,17839,290,65,74
612,17839,2812,290,68,76
612,2812,17839,289,65,75
614,17839,2812,289,68,75
614,2812,17839,293,65,76
613,17839,2812,290,67,74
613,2812,17839,291,65,74
615,17839,2812,291,67,74
615,2812,17839,289,67,74
616,17839,2812,293,68,76
616,2812,17839,293,69,79
617,17839,2812,289,68,75
617,2812,17839,291,67,74
618,17839,2812,293,68,75
618,2812,17839,288,67,76
619,17839,2812,291,68,75
619,2812,17839,290,67,75
620,17839,2812,288,67,73
620,2812,17839,289,67,75
621,17839,2812,290,68,75
621,2812,17839,292,65,75
622,17839,2812,289,68,74
622,2812,17839,289,65,74
623,17839,2812,292,68,75
623,2812,17839,292,67,75
624,17839,2812,289,68,75
624,2812,17839,289,65,74
625,17839,2812,292,68,75
625,2812,17839,293,67,75
626,17839,2812,289,68,75
626,2812,17839,292,67,74
628,17839,2812,292,68,75
628,2812,17839,292,67,75
627,17839,2812,293,67,74
627,2812,17839,292,67,75
629,17839,2812,292,67,74
629,2812,17839,289,67,76
630,17839,2812,292,68,74
630,2812,17839,291,67,75
631,17839,2812,289,68,75
631,2812,17839,289,67,75
632,17839,2812,291,68,75
632,2812,17839,289,65,75
633,17839,2812,289,68,74
633,2812,17839,290,65,74
634,17839,2812,289,68,75
634,2812,17839,293,65,75
635,17839,2812,290,68,74
635,2812,17839,289,67,75
636,17839,2812,293,68,75
636,2812,17839,292,65,75
637,17839,2812,289,67,74
637,2812,17839,288,67,74
638,17839,2812,292,68,75
638,2812,17839,294,65,75
639,17839,2812,288,67,74
639,2812,17839,288,67,75
640,17839,2812,294,68,75
640,2812,17839,295,65,75
641,17839,2812,288,68,75
641,2812,17839,288,67,74
642,17839,2812,295,68,75
642,2812,17839,291,67,75
643,17839,2812,288,68,74
643,2812,17839,288,67,75
644,17839,2812,291,68,75
644,2812,17839,293,67,75
645,17839,2812,288,68,74
645,2812,17839,290,65,74
646,17839,2812,293,67,75
646,2812,17839,293,65,76
647,17839,2812,290,68,74
647,2812,17839,289,65,74
648,17839,2812,293,68,75
648,2812,17839,291,67,75
649,17839,2812,289,67,73
649,2812,17839,289,65,74
650,17839,2812,291,68,75
650,2812,17839,293,65,75
651,17839,2812,289,67,73
651,2812,17839,289,67,74
653,17839,2812,289,67,74
653,2812,17839,291,65,74
652,17839,2812,293,68,76
652,2812,17839,290,65,75
654,17839,2812,290,68,75
654,2812,17839,292,65,75
655,17839,2812,291,67,74
655,2812,17839,289,65,74
656,17839,2812,292,68,75
656,2812,17839,293,65,75
657,17839,2812,289,67,74
657,2812,17839,288,67,75
658,17839,2812,293,68,74
658,2812,17839,290,67,74
659,17839,2812,288,67,74
659,2812,17839,290,67,76
660,17839,2812,290,68,74
660,2812,17839,290,67,74
661,17839,2812,290,68,74
661,2812,17839,293,65,75
662,17839,2812,290,67,74
662,2812,17839,290,67,75
663,17839,2812,293,68,76
663,2812,17839,293,65,75
665,17839,2812,293,68,75
665,2812,17839,291,67,75
664,17839,2812,290,67,73
664,2812,17839,288,67,75
666,17839,2812,288,67,73
666,2812,17839,288,67,75
668,17839,2812,288,68,74
668,2812,17839,290,65,75
669,2812,17839,294,65,75
670,17839,2812,290,68,76
670,2812,17839,293,67,75
671,17839,2812,294,68,74
671,2812,17839,286,67,75
672,17839,2812,293,68,75
672,2812,17839,291,65,75
673,17839,2812,286,67,73
673,2812,17839,287,67,75
674,17839,2812,291,68,75
674,2812,17839,291,67,74
675,17839,2812,287,68,74
675,2812,17839,288,65,75
676,17839,2812,291,68,74
676,2812,17839,288,67,75
677,17839,2812,288,68,76
677,2812,17839,291,65,75
678,17839,2812,288,67,74
678,2812,17839,291,65,74
679,17839,2812,291,68,74
679,2812,17839,287,67,74
680,17839,2812,291,68,75
680,2812,17839,292,65,75
681,17839,2812,287,68,74
681,2812,17839,289,67,74
683,17839,2812,289,68,74
683,2812,17839,290,65,74
682,17839,2812,292,68,75
682,2812,17839,292,65,75
684,17839,2812,292,68,75
684,2812,17839,287,67,75
685,17839,2812,290,68,74
685,2812,17839,292,65,75
686,17839,2812,287,67,73
686,2812,17839,288,67,75
687,17839,2812,292,68,75
687,2812,17839,290,65,75
689,17839,2812,290,67,74
689,2812,17839,289,65,74
688,17839,2812,288,67,74
688,2812,17839,292,67,75
690,17839,2812,292,68,75
690,2812,17839,294,65,75
691,17839,2812,289,67,74
691,2812,17839,289,67,75
692,17839,2812,294,68,74
692,2812,17839,288,67,75
693,17839,2812,289,68,75
693,2812,17839,293,67,76
694,17839,2812,288,68,75
694,2812,17839,289,67,75
695,17839,2812,293,68,76
695,2812,17839,290,65,75
696,17839,2812,289,67,74
696,2812,17839,287,67,76
697,17839,2812,290,67,74
697,2812,17839,288,65,74
698,17839,2812,287,68,75
698,2812,17839,289,67,76
699,17839,2812,288,67,74
699,2812,17839,289,67,75
701,17839,2812,289,68,74
701,2812,17839,292,65,75
700,17839,2812,289,67,74
700,2812,17839,288,65,75
703,17839,2812,292,68,76
703,2812,17839,291,67,75
702,17839,2812,288,68,74
702,2812,17839,287,67,75
704,17839,2812,287,68,75
704,2812,17839,288,67,75
705,17839,2812,291,68,74
705,2812,17839,290,67,74
707,17839,2812,290,67,74
707,2812,17839,291,67,75
706,17839,2812,288,67,74
706,2812,17839,291,65,75
708,17839,2812,291,68,75
708,2812,17839,289,65,74
709,17839,2812,291,68,74
709,2812,17839,293,67,76
710,17839,2812,289,67,73
710,2812,17839,288,65,75
711,17839,2812,293,67,74
711,2812,17839,291,67,75
712,17839,2812,288,67,74
712,2812,17839,288,65,75
713,17839,2812,291,68,75
713,2812,17839,288,67,75
714,17839,2812,288,68,75
714,2812,17839,292,65,75
715,17839,2812,288,67,74
715,2812,17839,290,65,74
716,17839,2812,292,67,73
716,2812,17839,289,67,74
717,17839,2812,290,68,76
717,2812,17839,290,67,75
719,17839,2812,290,68,74
719,2812,17839,287,67,74
718,17839,2812,289,67,74
718,2812,17839,289,67,75
720,17839,2812,289,68,75
720,2812,17839,293,67,75
721,17839,2812,287,67,74
721,2812,17839,289,65,74
722,17839,2812,293,67,73
722,2812,17839,293,67,74
723,17839,2812,289,68,75
723,2812,17839,291,67,75
724,17839,2812,293,68,75
724,2812,17839,292,65,75
725,17839,2812,291,68,74
725,2812,17839,289,67,75
726,17839,2812,292,68,75
726,2812,17839,289,67,75
727,17839,2812,289,68,75
727,2812,17839,292,67,76
728,17839,2812,289,67,74
728,2812,17839,290,65,74
730,17839,2812,290,68,75
730,2812,17839,292,67,75
729,17839,2812,292,68,75
729,2812,17839,291,67,75
731,17839,2812,291,67,73
731,2812,17839,290,67,75
732,17839,2812,292,68,75
732,2812,17839,289,65,74
733,17839,2812,290,67,75
733,2812,17839,292,67,75
734,17839,2812,289,67,74
734,2812,17839,291,67,75
735,17839,2812,292,67,73
735,2812,17839,290,65,74
736,17839,2812,291,68,75
736,2812,17839,290,67,75
737,17839,2812,290,68,75
737,2812,17839,292,67,76
738,17839,2812,290,67,74
738,2812,17839,292,65,75
739,17839,2812,292,68,75
739,2812,17839,290,67,75
740,17839,2812,292,68,76
740,2812,17839,292,65,75
741,17839,2812,290,67,74
741,2812,17839,289,65,75
742,17839,2812,292,67,73
742,2812,17839,291,65,74
743,17839,2812,289,68,74
743,2812,17839,292,67,75
744,17839,2812,291,68,75
744,2812,17839,292,65,75
745,17839,2812,292,68,74
745,2812,17839,290,67,75
747,17839,2812,290,68,76
747,2812,17839,292,65,76
746,17839,2812,292,68,74
746,2812,17839,288,65,74
748,17839,2812,288,68,75
748,2812,17839,291,65,75
749,17839,2812,292,68,74
749,2812,17839,288,65,74
750,17839,2812,291,68,75
750,2812,17839,290,67,75
751,17839,2812,288,68,75
751,2812,17839,292,67,75
752,17839,2812,290,67,74
752,2812,17839,290,67,75
753,17839,2812,292,67,73
753,2812,17839,289,67,75
754,17839,2812,290,68,75
754,2812,17839,291,67,75
755,17839,2812,289,68,75
755,2812,17839,290,65,75
756,17839,2812,291,67,73
756,2812,17839,291,67,75
757,17839,2812,290,67,74
757,2812,17839,289,67,74
758,17839,2812,291,67,74
758,2812,17839,290,67,75
759,17839,2812,289,68,75
759,2812,17839,292,65,75
760,17839,2812,290,67,74
760,2812,17839,287,67,75
761,17839,2812,292,68,75
761,2812,17839,289,67,75
762,17839,2812,287,68,75
762,2812,17839,292,65,75
763,17839,2812,289,68,75
763,2812,17839,291,65,75
764,17839,2812,292,67,73
764,2812,17839,287,67,75
766,17839,2812,287,68,75
766,2812,17839,292,70,79
765,17839,2812,291,68,75
765,2812,17839,292,67,74
767,17839,2812,292,68,75
767,2812,17839,289,67,76
769,17839,2812,289,67,74
769,2812,17839,288,67,75
768,17839,2812,292,67,74
768,2812,17839,288,67,75
770,17839,2812,288,68,74
770,2812,17839,293,67,75
771,17839,2812,288,68,74
771,2812,17839,290,65,75
772,17839,2812,293,68,76
772,2812,17839,292,65,75
