rolling,TagID,AnchorIdx,AnchorId
48997,7283,7,65535
48997,25651,0,17839
48997,25651,1,65535
48997,25651,2,20324
48997,25651,3,65535
48997,25651,4,65535
48997,25651,5,65535
48997,25651,6,65535
48997,25651,7,65535
48997,22305,0,17839
48997,22305,1,65535
48997,22305,2,20324
48997,22305,3,65535
48997,22305,4,65535
48997,22305,5,65535
48997,22305,6,65535
48997,22305,7,65535
48997,20324,0,17839
48997,20324,1,65535
48997,20324,2,20324
48997,20324,3,65535
48997,20324,4,65535
48997,20324,5,65535
48997,20324,6,65535
48997,20324,7,65535
49005,22305,0,17839
49005,22305,1,65535
49005,22305,2,20324
49005,22305,3,65535
49005,22305,4,65535
49005,22305,5,65535
49005,22305,6,65535
49005,22305,7,65535
49005,25651,0,17839
49005,25651,1,65535
49005,25651,2,20324
49005,25651,3,65535
49005,25651,4,65535
49005,25651,5,65535
49005,25651,6,65535
49005,25651,7,65535
49005,7283,0,17839
49005,7283,1,65535
49005,7283,2,20324
49005,7283,3,65535
49005,7283,4,65535
49005,7283,5,65535
49005,7283,6,65535
49005,7283,7,65535
49005,20324,0,17839
49005,20324,1,65535
49005,20324,2,20324
49005,20324,3,65535
49005,20324,4,65535
49005,20324,5,65535
49005,20324,6,65535
49005,20324,7,65535
49003,22305,0,17839
49003,22305,1,65535
49003,22305,2,20324
49003,22305,3,65535
49003,22305,4,65535
49003,22305,5,65535
49003,22305,6,65535
49003,22305,7,65535
49003,25651,0,17839
49003,25651,1,65535
49003,25651,2,20324
49003,25651,3,65535
49003,25651,4,65535
49003,25651,5,65535
49003,25651,6,65535
49003,25651,7,65535
49003,7283,0,17839
49003,7283,1,65535
49003,7283,2,20324
49003,7283,3,65535
49003,7283,4,65535
49003,7283,5,65535
49003,7283,6,65535
49003,7283,7,65535
49003,20324,0,17839
49003,20324,1,65535
49003,20324,2,20324
49003,20324,3,65535
49003,20324,4,65535
49003,20324,5,65535
49003,20324,6,65535
49003,20324,7,65535
48953,22305,0,17839
48953,22305,1,65535
48953,22305,2,20324
48953,22305,3,65535
48953,22305,4,65535
48953,22305,5,65535
48953,22305,6,65535
48953,22305,7,65535
48953,25651,0,17839
48953,25651,1,65535
48953,25651,2,20324
48953,25651,3,65535
48953,25651,4,65535
48953,25651,5,65535
48953,25651,6,65535
48953,25651,7,65535
48953,7283,0,17839
48953,7283,1,65535
48953,7283,2,20324
48953,7283,3,65535
48953,7283,4,65535
48953,7283,5,65535
48953,7283,6,65535
48953,7283,7,65535
48953,20324,0,17839
48953,20324,1,65535
48953,20324,2,20324
48953,20324,3,65535
48953,20324,4,65535
48953,20324,5,65535
48953,20324,6,65535
48953,20324,7,65535
48954,25651,0,17839
48954,25651,1,65535
48954,25651,2,20324
48954,25651,3,65535
48954,25651,4,65535
48954,25651,5,65535
48954,25651,6,65535
48954,25651,7,65535
48954,22305,0,17839
48954,22305,1,65535
48954,22305,2,20324
48954,22305,3,65535
48954,22305,4,65535
48954,22305,5,65535
48954,22305,6,65535
48954,22305,7,65535
48954,7283,0,17839
48954,7283,1,65535
48954,7283,2,20324
48954,7283,3,65535
48954,7283,4,65535
48954,7283,5,65535
48954,7283,6,65535
48954,7283,7,65535
48954,20324,0,17839
48954,20324,1,65535
48954,20324,2,20324
48954,20324,3,65535
48954,20324,4,65535
48954,20324,5,65535
48954,20324,6,65535
48954,20324,7,65535
49011,22305,0,17839
49011,22305,1,65535
49011,22305,2,20324
49011,22305,3,65535
49011,22305,4,65535
49011,22305,5,65535
49011,22305,6,65535
49011,22305,7,65535
49011,25651,0,17839
49011,25651,1,65535
49011,25651,2,20324
49011,25651,3,65535
49011,25651,4,65535
49011,25651,5,65535
49011,25651,6,65535
49011,25651,7,65535
49011,7283,0,17839
49011,7283,1,65535
49011,7283,2,20324
49011,7283,3,65535
49011,7283,4,65535
49011,7283,5,65535
49011,7283,6,65535
49011,7283,7,65535
49011,20324,0,17839
49011,20324,1,65535
49011,20324,2,20324
49011,20324,3,65535
49011,20324,4,65535
49011,20324,5,65535
49011,20324,6,65535
49011,20324,7,65535
49009,22305,0,17839
49009,22305,1,65535
49009,22305,2,20324
49009,22305,3,65535
49009,22305,4,65535
49009,22305,5,65535
49009,22305,6,65535
49009,22305,7,65535
49009,25651,0,17839
49009,25651,1,65535
49009,25651,2,20324
49009,25651,3,65535
49009,25651,4,65535
49009,25651,5,65535
49009,25651,6,65535
49009,25651,7,65535
49009,7283,0,17839
49009,7283,1,65535
49009,7283,2,20324
49009,7283,3,65535
49009,7283,4,65535
49009,7283,5,65535
49009,7283,6,65535
49009,7283,7,65535
49009,20324,0,17839
49009,20324,1,65535
49009,20324,2,20324
49009,20324,3,65535
49009,20324,4,65535
49009,20324,5,65535
49009,20324,6,65535
49009,20324,7,65535
48959,25651,0,17839
48959,25651,1,65535
48959,25651,2,20324
48959,25651,3,65535
48959,25651,4,65535
48959,25651,5,65535
48959,25651,6,65535
48959,25651,7,65535
48959,22305,0,17839
48959,22305,1,65535
48959,22305,2,20324
48959,22305,3,65535
48959,22305,4,65535
48959,22305,5,65535
48959,22305,6,65535
48959,22305,7,65535
48959,7283,0,17839
48959,7283,1,65535
48959,7283,2,20324
48959,7283,3,65535
48959,7283,4,65535
48959,7283,5,65535
48959,7283,6,65535
48959,7283,7,65535
48959,20324,0,17839
48959,20324,1,65535
48959,20324,2,20324
48959,20324,3,65535
48959,20324,4,65535
48959,20324,5,65535
48959,20324,6,65535
48959,20324,7,65535
48960,22305,0,17839
48960,22305,1,65535
48960,22305,2,20324
48960,22305,3,65535
48960,22305,4,65535
48960,22305,5,65535
48960,22305,6,65535
48960,22305,7,65535
48960,25651,0,17839
48960,25651,1,65535
48960,25651,2,20324
48960,25651,3,65535
48960,25651,4,65535
48960,25651,5,65535
48960,25651,6,65535
48960,25651,7,65535
48960,7283,0,17839
48960,7283,1,65535
48960,7283,2,20324
48960,7283,3,65535
48960,7283,4,65535
48960,7283,5,65535
48960,7283,6,65535
48960,7283,7,65535
48960,20324,0,17839
48960,20324,1,65535
48960,20324,2,20324
48960,20324,3,65535
48960,20324,4,65535
48960,20324,5,65535
48960,20324,6,65535
48960,20324,7,65535
49017,22305,0,17839
49017,22305,1,65535
49017,22305,2,20324
49017,22305,3,65535
49017,22305,4,65535
49017,22305,5,65535
49017,22305,6,65535
49017,22305,7,65535
49017,25651,0,17839
49017,25651,1,65535
49017,25651,2,20324
49017,25651,3,65535
49017,25651,4,65535
49017,25651,5,65535
49017,25651,6,65535
49017,25651,7,65535
49017,7283,0,17839
49017,7283,1,65535
49017,7283,2,20324
49017,7283,3,65535
49017,7283,4,65535
49017,7283,5,65535
49017,7283,6,65535
49017,7283,7,65535
49017,20324,0,17839
49017,20324,1,65535
49017,20324,2,20324
49017,20324,3,65535
49017,20324,4,65535
49017,20324,5,65535
49017,20324,6,65535
49017,20324,7,65535
48946,22305,0,17839
48946,22305,1,65535
48946,22305,2,20324
48946,22305,3,65535
48946,22305,4,65535
48946,22305,5,65535
48946,22305,6,65535
48946,22305,7,65535
48946,25651,0,17839
48946,25651,1,65535
48946,25651,2,20324
48946,25651,3,65535
48946,25651,4,65535
48946,25651,5,65535
48946,25651,6,65535
48946,25651,7,65535
48946,7283,0,17839
48946,7283,1,65535
48946,7283,2,20324
48946,7283,3,65535
48946,7283,4,65535
48946,7283,5,65535
48946,7283,6,65535
48946,7283,7,65535
48946,20324,0,17839
48946,20324,1,65535
48946,20324,2,20324
48946,20324,3,65535
48946,20324,4,65535
48946,20324,5,65535
48946,20324,6,65535
48946,20324,7,65535
49015,25651,0,17839
49015,25651,1,65535
49015,25651,2,20324
49015,25651,3,65535
49015,25651,4,65535
49015,25651,5,65535
49015,25651,6,65535
49015,25651,7,65535
49015,22305,0,17839
49015,22305,1,65535
49015,22305,2,20324
49015,22305,3,65535
49015,22305,4,65535
49015,22305,5,65535
49015,22305,6,65535
49015,22305,7,65535
49015,7283,0,17839
49015,7283,1,65535
49015,7283,2,20324
49015,7283,3,65535
49015,7283,4,65535
49015,7283,5,65535
49015,7283,6,65535
49015,7283,7,65535
49015,20324,0,17839
49015,20324,1,65535
49015,20324,2,20324
49015,20324,3,65535
49015,20324,4,65535
49015,20324,5,65535
49015,20324,6,65535
49015,20324,7,65535
48965,25651,0,17839
48965,25651,1,65535
48965,25651,2,20324
48965,25651,3,65535
48965,25651,4,65535
48965,25651,5,65535
48965,25651,6,65535
48965,25651,7,65535
48965,22305,0,17839
48965,22305,1,65535
48965,22305,2,20324
48965,22305,3,65535
48965,22305,4,65535
48965,22305,5,65535
48965,22305,6,65535
48965,22305,7,65535
48965,7283,0,17839
48965,7283,1,65535
48965,7283,2,20324
48965,7283,3,65535
48965,7283,4,65535
48965,7283,5,65535
48965,7283,6,65535
48965,7283,7,65535
48965,20324,0,17839
48965,20324,1,65535
48965,20324,2,20324
48965,20324,3,65535
48965,20324,4,65535
48965,20324,5,65535
48965,20324,6,65535
48965,20324,7,65535
48966,25651,0,17839
48966,25651,1,65535
48966,25651,2,20324
48966,25651,3,65535
48966,25651,4,65535
48966,25651,5,65535
48966,25651,6,65535
48966,25651,7,65535
48966,22305,0,17839
48966,22305,1,65535
48966,22305,2,20324
48966,22305,3,65535
48966,22305,4,65535
48966,22305,5,65535
48966,22305,6,65535
48966,22305,7,65535
48966,7283,0,17839
48966,7283,1,65535
48966,7283,2,20324
48966,7283,3,65535
48966,7283,4,65535
48966,7283,5,65535
48966,7283,6,65535
48966,7283,7,65535
48966,20324,0,17839
48966,20324,1,65535
48966,20324,2,20324
48966,20324,3,65535
48966,20324,4,65535
48966,20324,5,65535
48966,20324,6,65535
48966,20324,7,65535
49023,25651,0,17839
49023,25651,1,65535
49023,25651,2,20324
49023,25651,3,65535
49023,25651,4,65535
49023,25651,5,65535
49023,25651,6,65535
49023,25651,7,65535
49023,7283,0,17839
49023,7283,1,65535
49023,7283,2,20324
49023,7283,3,65535
49023,7283,4,65535
49023,7283,5,65535
49023,7283,6,65535
49023,7283,7,65535
49023,22305,0,17839
49023,22305,1,65535
49023,22305,2,20324
49023,22305,3,65535
49023,22305,4,65535
49023,22305,5,65535
49023,22305,6,65535
49023,22305,7,65535
49023,20324,0,17839
49023,20324,1,65535
49023,20324,2,20324
49023,20324,3,65535
49023,20324,4,65535
49023,20324,5,65535
49023,20324,6,65535
49023,20324,7,65535
48952,25651,0,17839
48952,25651,1,65535
48952,25651,2,20324
48952,25651,3,65535
48952,25651,4,65535
48952,25651,5,65535
48952,25651,6,65535
48952,25651,7,65535
48952,22305,0,17839
48952,22305,1,65535
48952,22305,2,20324
48952,22305,3,65535
48952,22305,4,65535
48952,22305,5,65535
48952,22305,6,65535
48952,22305,7,65535
48952,7283,0,17839
48952,7283,1,65535
48952,7283,2,20324
48952,7283,3,65535
48952,7283,4,65535
48952,7283,5,65535
48952,7283,6,65535
48952,7283,7,65535
48952,20324,0,17839
48952,20324,1,65535
48952,20324,2,20324
48952,20324,3,65535
48952,20324,4,65535
48952,20324,5,65535
48952,20324,6,65535
48952,20324,7,65535
49021,22305,0,17839
49021,22305,1,65535
49021,22305,2,20324
49021,22305,3,65535
49021,22305,4,65535
49021,22305,5,65535
49021,22305,6,65535
49021,22305,7,65535
49021,25651,0,17839
49021,25651,1,65535
49021,25651,2,20324
49021,25651,3,65535
49021,25651,4,65535
49021,25651,5,65535
49021,25651,6,65535
49021,25651,7,65535
49021,7283,0,17839
49021,7283,1,65535
49021,7283,2,20324
49021,7283,3,65535
49021,7283,4,65535
49021,7283,5,65535
49021,7283,6,65535
49021,7283,7,65535
49021,20324,0,17839
49021,20324,1,65535
49021,20324,2,20324
49021,20324,3,65535
49021,20324,4,65535
49021,20324,5,65535
49021,20324,6,65535
49021,20324,7,65535
48971,22305,0,17839
48971,22305,1,65535
48971,22305,2,20324
48971,22305,3,65535
48971,22305,4,65535
48971,22305,5,65535
48971,22305,6,65535
48971,22305,7,65535
48971,25651,0,17839
48971,25651,1,65535
48971,25651,2,20324
48971,25651,3,65535
48971,25651,4,65535
48971,25651,5,65535
48971,25651,6,65535
48971,25651,7,65535
48971,7283,0,17839
48971,7283,1,65535
48971,7283,2,20324
48971,7283,3,65535
48971,7283,4,65535
48971,7283,5,65535
48971,7283,6,65535
48971,7283,7,65535
48971,20324,0,17839
48971,20324,1,65535
48971,20324,2,20324
48971,20324,3,65535
48971,20324,4,65535
48971,20324,5,65535
48971,20324,6,65535
48971,20324,7,65535
48972,25651,0,17839
48972,25651,1,65535
48972,25651,2,20324
48972,25651,3,65535
48972,25651,4,65535
48972,25651,5,65535
48972,25651,6,65535
48972,25651,7,65535
48972,22305,0,17839
48972,22305,1,65535
48972,22305,2,20324
48972,22305,3,65535
48972,22305,4,65535
48972,22305,5,65535
48972,22305,6,65535
48972,22305,7,65535
48972,7283,0,17839
48972,7283,1,65535
48972,7283,2,20324
48972,7283,3,65535
48972,7283,4,65535
48972,7283,5,65535
48972,7283,6,65535
48972,7283,7,65535
48972,20324,0,17839
48972,20324,1,65535
48972,20324,2,20324
48972,20324,3,65535
48972,20324,4,65535
48972,20324,5,65535
48972,20324,6,65535
48972,20324,7,65535
48958,25651,0,17839
48958,25651,1,65535
48958,25651,2,20324
48958,25651,3,65535
48958,25651,4,65535
48958,25651,5,65535
48958,25651,6,65535
48958,25651,7,65535
48958,22305,0,17839
48958,22305,1,65535
48958,22305,2,20324
48958,22305,3,65535
48958,22305,4,65535
48958,22305,5,65535
48958,22305,6,65535
48958,22305,7,65535
48958,7283,0,17839
48958,7283,1,65535
