rolling,TagID,AnchorIdx,IQ,sync_time,reply_time
11576,54883,0,(2750-4672j),2900117304,3539093269
11576,54883,1,(2900+1086j),3027912494,3666888523
11554,54883,0,(2993+390j),1332056708,1971032674
11554,54883,1,(-1635-1152j),1459852223,2098828255
11559,54883,0,(1933-2549j),126627854,765603832
11559,54883,1,(-2120+4947j),254423154,893399182
11597,54883,0,(2072-590j),1273289886,1912265855
11597,54883,1,(-1789-1271j),1401085373,2040061400
11581,54883,0,(-2571+3845j),1694688404,2333664393
11581,54883,1,(-1089-3518j),1822483882,2461459908
11574,54883,0,(4136+1854j),805308472,1444284444
11574,54883,1,(-2057-1782j),933103659,1572079676
11560,54883,0,(2352+1592j),3321515906,3960491892
11560,54883,1,(-2685-1485j),3449311487,4088287512
11565,54883,0,(2570-2691j),2116087027,2755062992
11565,54883,1,(3297+4097j),2243882395,2882858412
11603,54883,0,(-2485-2294j),3262749040,3901725014
11603,54883,1,(-4675-3134j),3390544606,4029520619
11587,54883,0,(-2392-485j),3684147606,28156283
11587,54883,1,(-4514+2537j),3811943058,155951779
11580,54883,0,(2376-6514j),2794767642,3433743627
11580,54883,1,(5225+1789j),2922562852,3561538885
11588,54883,0,(-2852+1499j),2584068365,3223044350
11588,54883,1,(2627+3319j),2711863576,3350839588
11566,54883,0,(-900-2671j),1016007784,1654983748
11566,54883,1,(1791+189j),1143803409,1782779448
11571,54883,0,(3799-4188j),4105546178,449554868
11571,54883,1,(4209+3313j),4233341602,577350335
11593,54883,0,(3352+1284j),1378639510,2017615493
11593,54883,1,(-15110-17674j),1506434976,2145411019
11586,54883,0,(-6781-895j),489259536,1128235515
11586,54883,1,(-3690+1002j),617054747,1256030760
11594,54883,0,(-5616-3533j),278560286,917536266
11594,54883,1,(-3213+4001j),406355498,1045331522
11572,54883,0,(959+5822j),3005466950,3644442924
11572,54883,1,(2939-2017j),3133262107,3772238141
11577,54883,0,(625+3716j),1800038068,2439014033
11577,54883,1,(-1460-4004j),1927833514,2566809554
11615,54883,0,(509-6251j),2946700092,3585676075
11615,54883,1,(1267-2320j),3074495742,3713471772
11599,54883,0,(1300+2688j),3368098703,4007074683
11599,54883,1,(108-2242j),3495894221,4134870242
11592,54883,0,(-6787-620j),2478718741,3117694723
11592,54883,1,(-3273-72j),2606513953,3245489985
11600,54883,0,(2364-2036j),2268019465,2906995448
11600,54883,1,(-3509+1131j),2395814732,3034790761
11578,54883,0,(377-6351j),699958829,1338934805
11578,54883,1,(-2648-668j),827754023,1466730064
11583,54883,0,(1223+1771j),3789497239,133505915
11583,54883,1,(-4794-1590j),3917292697,261301430
11621,54883,0,(2842+499j),641191954,1280167937
11621,54883,1,(2751-2602j),768987153,1407963172
11605,54883,0,(118-2356j),1062590566,1701566541
11605,54883,1,(-3629+3930j),1190386135,1829362172
11606,54883,0,(3776-5815j),4257478602,601487294
11606,54883,1,(-1781+3006j),90306646,729282684
11584,54883,0,(-2173+1602j),2689417994,3328393979
11584,54883,1,(1673-2321j),2817213206,3456189238
11589,54883,0,(-1870+1265j),1483989122,2122965117
11589,54883,1,(-214-5635j),1611784611,2250760634
11627,54883,0,(-3286+5449j),2630651106,3269627085
11627,54883,1,(-3120-2421j),2758446352,3397422376
11611,54883,0,(1261-4726j),3052049721,3691025695
11611,54883,1,(2183-2780j),3179845339,3818821377
11604,54883,0,(-4805-3137j),2162669803,2801645778
11604,54883,1,(-2879+2702j),2290465114,2929441134
11612,54883,0,(-2865-2226j),1951970497,2590946472
11612,54883,1,(-745+3415j),2079765866,2718741897
11590,54883,0,(-642+6616j),383909910,1022885886
11590,54883,1,(-2292+2769j),511705119,1150681148
11595,54883,0,(-3380+3078j),3473448353,4112424334
11595,54883,1,(-1625-2872j),3601243831,4240219863
11633,54883,0,(343+3680j),325142974,964118946
11633,54883,1,(-3578-2145j),452938226,1091914253
11617,54883,0,(-3637-4119j),746541626,1385517586
11617,54883,1,(5095-2611j),874336773,1513312801
11618,54883,0,(-2336+2454j),3941429692,285438364
11618,54883,1,(-1957-1963j),4069225100,413233815
11596,54883,0,(-6126-1117j),2373369118,3012345098
11596,54883,1,(2351+2840j),2501164346,3140140370
11601,54883,0,(-732-3445j),1167940222,1806916200
11601,54883,1,(3075+3791j),1295735761,1934711777
11639,54883,0,(3165+6299j),2314602159,2953578135
11639,54883,1,(1436-3513j),2442397306,3081373327
11623,54883,0,(4214+520j),2736000768,3374976731
11623,54883,1,(-2121-3089j),2863795992,3502772004
11616,54883,0,(1715+2781j),1846620852,2485596827
11616,54883,1,(-4266+4836j),1974416261,2613392284
11624,54883,0,(2185-2455j),1635921533,2274897498
11624,54883,1,(-5107+1186j),1763717012,2402693042
11602,54883,0,(-2819-2685j),67860996,706836965
11602,54883,1,(2591-3380j),195656277,834632294
11607,54883,0,(562-3677j),3157399360,3796375344
11607,54883,1,(-3244+5815j),3285194964,3924171001
11629,54883,0,(2466+740j),430492624,1069468604
11629,54883,1,(-2624-3074j),558287882,1197263899
11622,54883,0,(2344+1110j),3836080011,180088686
11622,54883,1,(-203-2104j),3963875462,307884196
11630,54883,0,(-1104-3631j),3625380682,4264356657
11630,54883,1,(-1970+1394j),3753176197,97184926
11608,54883,0,(-2618+2262j),2057320132,2696296096
11608,54883,1,(2607+3170j),2185115487,2824091506
11613,54883,0,(-5551-613j),851891267,1490867230
11613,54883,1,(563-3787j),979686898,1618662931
11635,54883,0,(-1092-5768j),2419951797,3058927772
11635,54883,1,(2834-2466j),2547747036,3186723060
11628,54883,0,(461+1818j),1530571866,2169547848
11628,54883,1,(5445-1483j),1658367365,2297343400
11636,54883,0,(1708-2512j),1319872568,1958848535
11636,54883,1,(4782-3102j),1447668047,2086644063
11614,54883,0,(-2369-1340j),4046779340,390788003
11614,54883,1,(-1928+2053j),4174574715,518583442
11657,54883,0,(-1549+2416j),3988012605,332021289
11657,54883,1,(3333+904j),4115808101,459816843
11619,54883,0,(1224+6129j),2841350435,3480326415
11619,54883,1,(-3680+3741j),2969145615,3608121638
11641,54883,0,(248-4170j),114443696,753419669
11641,54883,1,(-2885-643j),242239311,881215325
11634,54883,0,(-3740+891j),3520031027,4159006999
11634,54883,1,(3018-2985j),3647826534,4286802550
11642,54883,0,(2160-3651j),3309331775,3948307739
11642,54883,1,(2791+1543j),3437127091,4076103104
11620,54883,0,(3399+2386j),1741271183,2380247175
11620,54883,1,(4227+4339j),1869066648,2508042659
11663,54883,0,(-757-3901j),1682504555,2321480531
11663,54883,1,(-687-3748j),1810300066,2449276091
11625,54883,0,(-1454-5183j),535842286,1174818257
11625,54883,1,(-2937+2079j),663637530,1302613544
11647,54883,0,(-957-5012j),2103902943,2742878914
11647,54883,1,(1757-1677j),2231698480,2870674508
11640,54883,0,(2771+2292j),1214522927,1853498902
11640,54883,1,(-2353+3903j),1342318315,1981294332
11648,54883,0,(2790-423j),1003823703,1642799686
11648,54883,1,(902-2353j),1131619006,1770595025
11626,54883,0,(-3870-1440j),3730730348,74739021
11626,54883,1,(-4299+1570j),3858525846,202534561
11669,54883,0,(1928-4463j),3671963726,15972408
11669,54883,1,(5085+294j),3799759237,143767977
11631,54883,0,(-1115+3977j),2525301449,3164277421
11631,54883,1,(2514+3816j),2653096701,3292072726
11653,54883,0,(-1282-2278j),4093362184,437370874
11653,54883,1,(4172-3858j),4221157652,565166376
11646,54883,0,(2999-5631j),3203982164,3842958148
11646,54883,1,(-225+5549j),3331777467,3970753493
11654,54883,0,(-3752+5021j),2993282970,3632258955
11654,54883,1,(2731+1894j),3121078179,3760054200
11632,54883,0,(847-3007j),1425222214,2064198190
11632,54883,1,(1054-2349j),1553017724,2191993742
11675,54883,0,(-1770-4971j),1366455611,2005431572
11675,54883,1,(-15110-17674j),1494251144,2133227164
11637,54883,0,(4838+2422j),219793338,858769302
11637,54883,1,(-1555+2461j),347588532,986564559
11659,54883,0,(3509-177j),1787854204,2426830157
11659,54883,1,(-362-2871j),1915649708,2554625746
11652,54883,0,(-2872+3654j),898474120,1537450065
11652,54883,1,(-614+3545j),1026269326,1665245349
11638,54883,0,(720+3581j),3414681386,4053657369
11638,54883,1,(-4048+4287j),3542476818,4181452837
11681,54883,0,(-2368-5657j),3355914844,3994890833
11681,54883,1,(-4451+3886j),3483710466,4122686498
11665,54883,0,(781+5112j),3777313370,121322053
11665,54883,1,(-4080+3863j),3905108875,249117600
11666,54883,0,(-2065-5198j),2677234136,3316210111
11666,54883,1,(-4153-1495j),2805029366,3444005392
11658,54883,0,(-1245+5413j),2887933404,3526909388
11658,54883,1,(-2874-2150j),3015728659,3654704693
11644,54883,0,(-188-2388j),1109173332,1748149313
11644,54883,1,(-4868+1644j),1236968628,1875944660
11687,54883,0,(2915-3007j),1050406792,1689382770
11687,54883,1,(77+3020j),1178201971,1817178001
11649,54883,0,(2007-410j),4198711767,542720461
11649,54883,1,(-2475-2063j),31540028,670516038
11677,54883,0,(2079-2771j),3461264435,4100240406
11677,54883,1,(-4091+1345j),3589059991,4228036028
11672,54883,0,(3628-1216j),371726035,1010702002
11672,54883,1,(1717+5763j),499521317,1138497351
11664,54883,0,(-999-6676j),582425301,1221401285
11664,54883,1,(1676+3207j),710220558,1349196579
11650,54883,0,(-5153-3690j),3098632540,3737608519
11650,54883,1,(21+3547j),3226427838,3865403865
11693,54883,0,(-163-4756j),3039865927,3678841906
11693,54883,1,(4338-4170j),3167661073,3806637081
11655,54883,0,(-2807+1560j),1893203760,2532179732
11655,54883,1,(2432-1200j),2020999221,2659975248
11683,54883,0,(2326-811j),1155756444,1794732427
11683,54883,1,(1478+2392j),1283552098,1922528138
11678,54883,0,(-2286-4532j),2361185209,3000161172
11678,54883,1,(-2920+964j),2488980511,3127956542
11670,54883,0,(-1815-2162j),2571884494,3210860469
11670,54883,1,(-1846-2922j),2699679763,3338655794
11656,54883,0,(-3257-2087j),793124537,1432100520
11656,54883,1,(-3658+280j),920919758,1559895792
11699,54883,0,(1640+5458j),734357864,1373333827
11699,54883,1,(2393+1009j),862153054,1501129086
11661,54883,0,(-2549-2700j),3882663028,226671701
11661,54883,1,(2896-637j),4010458556,354467285
11689,54883,0,(5449+1185j),3145215599,3784191571
11689,54883,1,(-3333+79j),3273010791,3911986815
11684,54883,0,(-1760-4471j),55677194,694653187
11684,54883,1,(2451-1813j),183472635,822448664
11676,54883,0,(-3206-4890j),266376368,905352348
11676,54883,1,(3556-74j),394171668,1033147687
11662,54883,0,(2491-4791j),2782583797,3421559760
11662,54883,1,(-1415-2101j),2910379071,3549355077
11705,54883,0,(2334+4680j),2723817191,3362793157
11705,54883,1,(-4781+1674j),2851612469,3490588490
11667,54883,0,(-1963-1289j),1577154896,2216130877
11667,54883,1,(1764+1800j),1704950393,2343926420
11695,54883,0,(5070-207j),839707461,1478683424
11695,54883,1,(-1198-3833j),967502607,1606478647
11690,54883,0,(2700+2316j),2045136356,2684112335
11690,54883,1,(5917+3425j),2172931789,2811907811
11682,54883,0,(1475-4328j),2255835662,2894811644
11682,54883,1,(1487+6169j),2383631037,3022607076
11668,54883,0,(-6380-738j),477075665,1116051650
11668,54883,1,(1574-3121j),604870908,1243846942
11711,54883,0,(-2664+1571j),418309073,1057285054
11711,54883,1,(-2990-2526j),546104428,1185080456
11673,54883,0,(2669+1689j),3566614080,4205590065
11673,54883,1,(2776-2648j),3694409634,38418374
11701,54883,0,(1838-2909j),2829166713,3468142682
11701,54883,1,(36+2756j),2956961942,3595937960
11696,54883,0,(1717-1218j),4034595519,378604204
11696,54883,1,(-2517+3476j),4162390943,506399688
11688,54883,0,(2534+1565j),4245294847,589303512
11688,54883,1,(-3699-2000j),78122993,717099014
11674,54883,0,(2386+2881j),2466534853,3105510827
11674,54883,1,(-2600-999j),2594330138,3233306173
11717,54883,0,(-1170+2294j),2407768205,3046744187
11717,54883,1,(1673-2656j),2535563690,3174539727
11679,54883,0,(-1332+3649j),1261105980,1900081949
11679,54883,1,(-2495-2156j),1388901547,2027877581
11707,54883,0,(2432-6062j),523658760,1162634751
11707,54883,1,(4761+2966j),651454068,1290430101
11702,54883,0,(3749-1565j),1729087499,2368063486
11702,54883,1,(422+2888j),1856882986,2495859030
11694,54883,0,(-1924+6710j),1939786688,2578762672
11694,54883,1,(-15110-17674j),2067582095,2706558108
11680,54883,0,(331-3028j),161026757,800002722
11680,54883,1,(-3554-1309j),288822092,2027877581
11723,54883,0,(3838-574j),102260076,741236048
11723,54883,1,(-818-5675j),230055646,869031679
11685,54883,0,(1663+2171j),3250565269,3889541248
11685,54883,1,(-4108+3543j),3378360455,4017336464
11713,54883,0,(-3370+1753j),2513117873,3152093848
11713,54883,1,(-773-2814j),2640913279,3279889296
11708,54883,0,(-791+2292j),3718546836,62555522
11708,54883,1,(2246+884j),3846342408,190351125
11700,54883,0,(-2380+1856j),3929245935,273254615
11700,54883,1,(-2809+146j),4057041393,401050131
11686,54883,0,(-613-2350j),2150486032,2789462011
11686,54883,1,(-3578+1750j),2278281469,2917257492
11729,54883,0,(2298-1932j),2091719252,2730695238
11729,54883,1,(-1849-2775j),2219514867,2858490904
11719,54883,0,(951+4321j),207609736,846585731
11719,54883,1,(-109+5726j),335405258,974381280
11714,54883,0,(-6965-714j),1413038628,2052014594
11714,54883,1,(-4895+1118j),1540833803,2179809813
11706,54883,0,(2376+1191j),1623737982,2262713956
11706,54883,1,(-3464-2409j),1751533533,2390509561
11692,54883,0,(3247-3763j),4139945175,483953854
11692,54883,1,(-5556-1840j),4267740565,611749301
11735,54883,0,(-3503+1019j),4081178428,425187105
11735,54883,1,(3251+3850j),4208973697,552982436
11697,54883,0,(2741+1340j),2934516301,3573492277
11697,54883,1,(-2977+3884j),3062311473,3701287509
11725,54883,0,(4212-286j),2197068892,2836044873
11725,54883,1,(1021-6207j),2324864476,2963840501
11720,54883,0,(2282-1564j),3402497805,4041473780
11720,54883,1,(-2176-2764j),3530293080,4169269121
11712,54883,0,(-5799-1095j),3613197110,4252173085
11712,54883,1,(-15110-17674j),3740992742,85001474
11698,54883,0,(3467+790j),1834437087,2473413066
11698,54883,1,(5430-2399j),1962232529,2601208559
11741,54883,0,(1182-3993j),1775670314,2414646278
11741,54883,1,(-1824-2331j),1903465706,2542441736
11703,54883,0,(-3806-201j),629008296,1267984278
11703,54883,1,(616-2841j),756803539,1395779585
11731,54883,0,(-2484+1444j),4186528082,530536759
11731,54883,1,(1692-2311j),19356440,658332475
11726,54883,0,(-4867-4522j),1096989640,1735965627
11726,54883,1,(4730-1221j),1224784982,1863761007
11718,54883,0,(-644+2739j),1307688983,1946664958
11718,54883,1,(1278+3718j),1435484221,2074460235
11704,54883,0,(2474+2700j),3823896391,167905079
11704,54883,1,(2812+2677j),3951691914,295700642
11747,54883,0,(-906-2206j),3765129616,109138302
11747,54883,1,(-5573+1669j),3892925143,236933858
11709,54883,0,(-379+3704j),2618467588,3257443562
11709,54883,1,(-3652+3506j),2746262915,3385238944
11737,54883,0,(3019-5235j),1881019944,2519995912
11737,54883,1,(1945+2739j),2008815256,2647791282
11732,54883,0,(-2273+3680j),3086448840,3725424821
11732,54883,1,(-2969-267j),3214244281,3853220302
11724,54883,0,(-2242-6068j),3297148142,3936124102
11724,54883,1,(-3199+1577j),3424943450,4063919482
11710,54883,0,(510-1894j),1518388344,2157364306
11710,54883,1,(-2633-551j),1646183936,2285159943
11743,54883,0,(-30-2410j),3870479174,214487860
11743,54883,1,(-4351-5721j),3998274628,342283354
11738,54883,0,(3632-374j),780940694,1419916672
11738,54883,1,(-939-4452j),908736295,1547712325
11716,54883,0,(2520-335j),3507847450,4146823423
11716,54883,1,(-2179-2660j),3635642645,4274618672
11759,54883,0,(-5249-2605j),3449080606,4088056586
11759,54883,1,(-2462-1172j),3576875820,4215851854
11721,54883,0,(2348+452j),2302418565,2941394539
11721,54883,1,(3965+444j),2430214125,3069190151
11749,54883,0,(-2197+1510j),1564971137,2203947110
11749,54883,1,(1410+5832j),1692766680,2331742695
11736,54883,0,(-3809+658j),2981099186,3620075151
11736,54883,1,(-818-6141j),3108894738,3747870752
11722,54883,0,(4153+738j),1202339325,1841315279
11722,54883,1,(2048-1743j),1330134625,1969110663
11765,54883,0,(-4390+1194j),1143572530,1782548493
11765,54883,1,(1788+2853j),1271367835,1910343864
11727,54883,0,(-663-3226j),4291877713,635886393
11727,54883,1,(3790-4447j),124706004,763682028
11750,54883,0,(5081+215j),464891897,1103867870
11750,54883,1,(2246+2822j),592687189,1231663204
11755,54883,0,(3359-809j),3554430294,4193406285
11755,54883,1,(-1472-2048j),3682225928,26234647
11742,54883,0,(2349+3390j),675591095,1314567067
11742,54883,1,(3494+554j),803386268,1442362292
11728,54883,0,(5889+3619j),3191798484,3830774458
11728,54883,1,(1757-2303j),3319593828,3958569858
11771,54883,0,(4143+1550j),3133031698,3772007678
11771,54883,1,(5668+4538j),3260827137,3899803172
11733,54883,0,(1418-3264j),1986369610,2625345585
11733,54883,1,(2740+2260j),2114164819,2753140837
11756,54883,0,(2167-1098j),2454351060,3093327038
11756,54883,1,(1488-5068j),2582146449,3221122469
11748,54883,0,(2920+667j),2665050378,3304026363
11748,54883,1,(1537+3103j),2792845651,3431821667
11761,54883,0,(4821-387j),1248922165,1887898133
11761,54883,1,(2754-2196j),1376717382,2015693415
11734,54883,0,(-2442-976j),886290378,1525266348
11734,54883,1,(-1769-2581j),1014085861,1653061901
11777,54883,0,(1324-2918j),827523520,1466499485
11777,54883,1,(-4930+2774j),955319054,1594295064
11739,54883,0,(-679+5810j),3975828743,319837436
11739,54883,1,(3888-4180j),4103624129,447632862
11762,54883,0,(2263+2659j),148842943,787818933
11762,54883,1,(-15110-17674j),276638431,915614463
11754,54883,0,(2730-5485j),359542236,998518217
11754,54883,1,(4196+5080j),487337591,1126313623
11767,54883,0,(4051+4226j),3238381344,3877357312
11767,54883,1,(-4370+4862j),3366176699,4005152726
11740,54883,0,(745+3105j),2875749523,3514725500
11740,54883,1,(4469-1179j),3003545174,3642521206
11783,54883,0,(-2999+2156j),2816982552,3455958529
11783,54883,1,(1159+3372j),2944778172,3583754183
11745,54883,0,(2528+1393j),1670320761,2309296743
11745,54883,1,(-188+3065j),1798116255,2437092292
11768,54883,0,(528+2373j),2138302104,2777278094
11768,54883,1,(4156-3099j),2266097743,2905073777
11760,54883,0,(-3609-3475j),2349001380,2987977347
11760,54883,1,(2233-1753j),2476796860,3115772884
11773,54883,0,(-2151+2950j),932873222,1571849171
11773,54883,1,(1549+1556j),1060668680,1699644705
11746,54883,0,(2422-1667j),570241545,1209217530
11746,54883,1,(280+4828j),698036804,1337012832
11789,54883,0,(4151-5028j),511474357,1150450319
11789,54883,1,(-726+4016j),639270000,1278246027
11751,54883,0,(3451+1977j),3659779953,3788619
11751,54883,1,(-929+6225j),3787575517,131584234
11774,54883,0,(-4438-4148j),4127761253,471769924
11774,54883,1,(-2096-2632j),4255556482,599565211
11766,54883,0,(2072-1067j),43493291,682469258
11766,54883,1,(1370+4221j),171288862,810264899
11779,54883,0,(981+3114j),2922332301,3561308285
11779,54883,1,(-4602+3556j),3050127871,3689103898
11752,54883,0,(6562-325j),2559700693,3198676684
11752,54883,1,(-15110-17674j),2687496039,3326472058
11795,54883,0,(1391+5170j),2500933358,3139909336
11795,54883,1,(-219+3429j),2628728667,3267704700
11757,54883,0,(-4789-1697j),1354271819,1993247798
11757,54883,1,(-1225+2950j),1482066977,2121043011
11780,54883,0,(-5017-536j),1822253045,2461228998
11780,54883,1,(5400-2432j),1950048381,2589024398
11772,54883,0,(972-3341j),2032952462,2671928435
11772,54883,1,(-4047-1925j),2160747657,2799723675
11785,54883,0,(1501-1976j),616824045,1255800012
11785,54883,1,(603+5587j),744619675,1383595698
11758,54883,0,(-2171+2383j),254192566,893168539
11758,54883,1,(1441-4132j),381988005,1020964042
11801,54883,0,(-2733+282j),195425214,834401192
11801,54883,1,(3612+3185j),323220565,962196593
11763,54883,0,(1464-3083j),3343731018,3982706989
11763,54883,1,(-3315-2777j),276638431,4110502293
11786,54883,0,(1987+5507j),3811712093,155720774
11786,54883,1,(-4015+3492j),3939507471,283516188
11778,54883,0,(1692-5956j),4022411557,366420234
11778,54883,1,(-2276-2720j),4150206866,494215590
11791,54883,0,(3463-3677j),2606283143,3245259103
11791,54883,1,(-2942-2662j),2734078818,3373054846
11764,54883,0,(-446-3453j),2243651780,2882627751
11764,54883,1,(-4358+4163j),2371447308,3010423332
11807,54883,0,(2666+1945j),2184884402,2823860370
11807,54883,1,(-262+3001j),2312679783,2951655824
11769,54883,0,(3923+1115j),1038222897,1677198867
11769,54883,1,(2836+2106j),1166018279,1804994308
11792,54883,0,(361+2002j),1506203860,2145179838
11792,54883,1,(3632+2573j),1633999324,2272975359
11797,54883,0,(-6120+872j),300774889,939750861
11797,54883,1,(-2007+2560j),428570197,1067546234
11770,54883,0,(-3134+6126j),4233110941,577119630
11770,54883,1,(-2163-1736j),65939316,704915348
11813,54883,0,(-2616+2797j),4174343600,518352281
11813,54883,1,(-3182-3716j),7171734,646147770
11775,54883,0,(2524+1177j),3027682001,3666657977
11775,54883,1,(-1768+1247j),3155477506,3794453531
11798,54883,0,(2308+237j),3495662943,4134638907
11798,54883,1,(-4956-4164j),3623458520,4262434539
11790,54883,0,(2530+2764j),3706362411,50371084
11790,54883,1,(4997+78j),3834157803,178166533
11803,54883,0,(2074-2767j),2290234045,2929210003
11803,54883,1,(1651-3770j),2418029402,3057005426
11776,54883,0,(-1757+2862j),1927602767,2566578737
11776,54883,1,(322-3960j),2055398024,2694374044
11819,54883,0,(-4086+72j),1868835561,2507811528
11819,54883,1,(-3517-3895j),1996631067,2635607099
11787,54883,0,(-1530+3646j),2711632845,3350608819
11787,54883,1,(-2909-427j),2839428485,3478404512
11796,54883,0,(-1845+5755j),1400854121,2039830092
11796,54883,1,(-15110-17674j),1528649690,2167625721
11809,54883,0,(1123+3084j),4279693239,623701918
11809,54883,1,(1855-2362j),112521338,751497352
11782,54883,0,(-5069-1200j),3917061812,261070490
11782,54883,1,(-3710+4082j),4044857167,388865892
11810,54883,0,(4358+3952j),3179614005,3818589971
11810,54883,1,(3290+2132j),3307409157,3946385248
11802,54883,0,(1773-4383j),3390313284,4029289251
11802,54883,1,(6315+3386j),3518108877,4157084907
11815,54883,0,(-3380+202j),1974185134,2613161102
11815,54883,1,(4812+3123j),2101980629,2740956644
11788,54883,0,(-2456-1115j),1611553599,2250529578
11788,54883,1,(-2255+1438j),1739348991,2378325015
11831,54883,0,(4714-1045j),1552786669,2191762644
11831,54883,1,(-645-2756j),1680582276,2319558299
11799,54883,0,(1502-2197j),2395583696,3034559677
11799,54883,1,(1363-3408j),2523379038,3162355053
11816,54883,0,(-3250-366j),874105918,1513081880
11816,54883,1,(-1495-2385j),1001901152,1640877193
11808,54883,0,(277+6553j),1084805174,1723781138
11808,54883,1,(-3179-1162j),1212600305,1851576332
11821,54883,0,(3652+1581j),3963644395,307653073
11821,54883,1,(2777-267j),4091439910,435448656
11794,54883,0,(-2318+768j),3601012622,4239988580
11794,54883,1,(-1248+5303j),3728808148,72816891
11837,54883,0,(-5476-2672j),3542245894,4181221847
11837,54883,1,(549-3435j),3670041534,14050265
11805,54883,0,(3366+154j),90075586,729051562
11805,54883,1,(-2673-3022j),217870940,856846974
11822,54883,0,(3337+4305j),2863565168,3502541139
11822,54883,1,(-3698+4109j),2991360432,3630336463
11800,54883,0,(-2293-3760j),1295504460,1934480437
11800,54883,1,(5035-3165j),1423300051,2062276078
11843,54883,0,(1241+5134j),1236737799,1875713762
11843,54883,1,(3500-3477j),1364532949,2003508969
11811,54883,0,(-2223+2634j),2079534770,2718510732
11811,54883,1,(-4613+4505j),2207330189,2846306206
11828,54883,0,(-834+5364j),558057073,1197033041
11828,54883,1,(1148+2198j),685852384,1324828422
11820,54883,0,(4318-690j),768756329,1407732307
11820,54883,1,(-1664-2203j),896551584,1535527613
11806,54883,0,(-1589-1188j),3284963640,3923939609
11806,54883,1,(4005-3102j),3412759274,4051735304
11849,54883,0,(-1024+2494j),3226197023,3865172990
11849,54883,1,(2375+756j),3353992189,3992968208
11817,54883,0,(1098+2004j),4068993997,413002674
11817,54883,1,(-1757-1951j),4196789494,540798230
11839,54883,0,(2371-5997j),1342087425,1981063383
11839,54883,1,(-5477-1568j),1469882571,2108858589
11834,54883,0,(1032+3373j),2547516287,3186492266
11834,54883,1,(4174-713j),2675311648,3314287681
11826,54883,0,(5766-550j),2758215531,3397191505
11826,54883,1,(-1927+3077j),2886010821,3524986853
11812,54883,0,(-6654-2027j),979455534,1618431508
11812,54883,1,(-933+4272j),1107250711,1746226724
11855,54883,0,(4003+214j),920688908,1559664869
11855,54883,1,(565-3877j),1048484118,1687460150
11823,54883,0,(-536+1727j),1763485929,2402461899
11823,54883,1,(1686-2052j),1891281459,2530257478
11845,54883,0,(348+3875j),3331546640,3970522620
11845,54883,1,(2981-1905j),3459341787,4098317824
11840,54883,0,(1301-3550j),242008185,880984168
11840,54883,1,(6056+4056j),369803599,1008779616
11832,54883,0,(-2792-2185j),452707456,1091683430
11832,54883,1,(766-4904j),580502796,1219478821
11818,54883,0,(-6594-421j),2968914765,3607890751
11818,54883,1,(1624-2754j),3096710034,3735686048
11861,54883,0,(-391+4936j),2910148022,3549123988
11861,54883,1,(-4225-4499j),3037943342,3676919368
11829,54883,0,(3882+1438j),3752945126,96953806
11829,54883,1,(3354-797j),3880740722,224749451
11851,54883,0,(-5149-5164j),1026038554,1665014524
11851,54883,1,(2272-4791j),1153833725,1792809758
11846,54883,0,(4218+1653j),2231467408,2870443385
11846,54883,1,(-3269+3905j),2359262809,2998238844
11838,54883,0,(1118-3349j),2442166657,3081142623
11838,54883,1,(1986+1674j),2569962048,3208938064
11824,54883,0,(3670+2950j),663406698,1302382676
11824,54883,1,(-325+4728j),791201983,1430178014
11867,54883,0,(384-3892j),604639921,1243615891
11867,54883,1,(-881-3948j),732435290,1371411318
11835,54883,0,(-1211+5654j),1447437059,2086413031
11835,54883,1,(2918+3050j),1575232674,2214208715
11857,54883,0,(3657+4155j),3015497701,3654473672
11857,54883,1,(2739+958j),3143292966,3782268991
11852,54883,0,(2135-1228j),4220926607,564935296
11852,54883,1,(2943+5376j),53754773,692730796
11844,54883,0,(-1669-2787j),136658559,775634544
11844,54883,1,(-4131+3518j),264453962,903430000
11830,54883,0,(-4605+103j),2652865904,3291841873
11830,54883,1,(583-6070j),2780661248,3419637266
11841,54883,0,(-4468+3123j),3436896255,4075872225
11841,54883,1,(-3867-4393j),3564691404,4203667421
11858,54883,0,(-1845-1518j),1915418458,2554394420
11858,54883,1,(839-4867j),2043213981,2682190019
11850,54883,0,(-2887+2367j),2126117786,2765093765
11850,54883,1,(-2922+1503j),2253913221,2892889242
11879,54883,0,(-4016-254j),288591062,927567047
11879,54883,1,(-3757-4516j),416386521,1055362534
11836,54883,0,(-1930+1658j),347357823,986333793
11836,54883,1,(-4860+4313j),475153206,1114129235
11847,54883,0,(-1829-2540j),1131388185,1770364164
11847,54883,1,(-3654-773j),1259183325,1898159364
11869,54883,0,(-1603+3339j),2699448757,3338424725
11869,54883,1,(3960+993j),2827244126,3466220158
11864,54883,0,(941-4533j),3904877609,248886290
11864,54883,1,(1743-1291j),4032673217,376681941
11856,54883,0,(-3700+208j),4115576955,459585630
11856,54883,1,(-2986+2132j),4243372448,587381176
11885,54883,0,(-1308+3568j),2278050333,2917026323
11885,54883,1,(-3006-725j),2405845819,3044821831
11842,54883,0,(2492-4773j),2336817027,2975793008
11842,54883,1,(-1269+6472j),2464612437,3103588461
11853,54883,0,(-2211+1493j),3120847366,3759823356
11853,54883,1,(-3545-2823j),3248642575,3887618592
11875,54883,0,(2807+1267j),393940669,1032916641
11875,54883,1,(5313+1720j),521736083,1160712113
