rolling,TagID,AnchorIdx,IQ,sync_time,reply_time
10819,54883,0,(-3176-708j),2436445184,3075421157
10819,54883,1,(3377+1626j),2564240665,3203216697
10809,54883,0,(2556+699j),552335623,1191311594
10809,54883,1,(-297-2031j),680131080,1319107103
10812,54883,0,(-209+4242j),1547065222,2186041196
10812,54883,1,(2929-210j),1674860450,2313836482
10802,54883,0,(-1803+5387j),3957927029,301935700
10802,54883,1,(990+4109j),4085722196,429730939
10846,54883,0,(-4899+4399j),2799077137,3438053123
10846,54883,1,(-825-4783j),2926872388,3565848418
10817,54883,0,(-2142-2528j),341636348,980612322
10817,54883,1,(3939-465j),469431843,1108407873
10825,54883,0,(-2756+1124j),130937082,769913069
10825,54883,1,(4553+112j),258732573,897708608
10815,54883,0,(-2431+1376j),2541794812,3180770790
10815,54883,1,(-2002+1410j),2669590315,3308566338
10818,54883,0,(-3544-1668j),3536524416,4175500383
10818,54883,1,(-3257+587j),3664319642,8328382
10808,54883,0,(3095-2308j),1652414852,2291390826
10808,54883,1,(3097+3840j),1780210056,2419186071
10852,54883,0,(3386+173j),493569037,1132545013
10852,54883,1,(2456+3702j),621364355,1260340370
10823,54883,0,(-2252-2062j),2331095554,2970071520
10823,54883,1,(-2651+4408j),2458891031,3097867057
10831,54883,0,(2638-476j),2120396366,2759372339
10831,54883,1,(-243+2317j),2248191882,2887167906
10821,54883,0,(-3197+1496j),236286720,875262687
10821,54883,1,(2797+4233j),364082186,1003058219
10824,54883,0,(-3007+3179j),1231016325,1869992296
10824,54883,1,(2677+2633j),1358811547,1997787568
10814,54883,0,(-1522+3272j),3641874053,4280850029
10814,54883,1,(-4549-2357j),3769669287,113678023
10858,54883,0,(1501+3906j),2483028284,3122004248
10858,54883,1,(-4661-2884j),2610823596,3249799634
10829,54883,0,(-3415+953j),25587511,664563498
10829,54883,1,(-2756-2652j),153383024,792359052
10837,54883,0,(-3552+1188j),4109855605,453864285
10837,54883,1,(3078+2755j),4237651102,581659847
10827,54883,0,(1456+3040j),2225745948,2864721930
10827,54883,1,(-5759-770j),2353541447,2992517479
10830,54883,0,(-2362-1597j),3220475588,3859451568
10830,54883,1,(-1403+4529j),3348270842,3987246856
10820,54883,0,(-4193+1637j),1336365955,1975341983
10820,54883,1,(-2049-3253j),1464161186,2103137213
10864,54883,0,(4110-836j),177520309,816496286
10864,54883,1,(1643+4107j),305315590,944291603
10835,54883,0,(3449+2335j),2015046774,2654022743
10835,54883,1,(1455-2182j),2142842296,2781818327
10843,54883,0,(818+2310j),1804347534,2443323513
10843,54883,1,(-924+3632j),1932143020,2571119043
10833,54883,0,(-1872-723j),4215205209,559213894
10833,54883,1,(-812+4611j),48033435,687009453
10836,54883,0,(-3842-1722j),914967546,1553943518
10836,54883,1,(-85-3515j),1042762808,1681738831
10826,54883,0,(3948-4259j),3325825172,3964801146
10826,54883,1,(2223-3572j),3453620395,4092596430
10870,54883,0,(-2090-2515j),2166979601,2805955554
10870,54883,1,(1823+1368j),2294774760,2933750800
10841,54883,0,(-1452+1983j),4004505983,348514674
10841,54883,1,(-3102+430j),4132301472,476310207
10849,54883,0,(2020-4729j),3793806734,137815414
10849,54883,1,(-15110-17674j),3921602265,265611003
10839,54883,0,(1315-3546j),1909697146,2548673115
10839,54883,1,(-1968-2085j),2037492653,2676468688
10842,54883,0,(489-3028j),2904426762,3543402731
10842,54883,1,(5564+1686j),3032221992,3671198021
10832,54883,0,(-953+6428j),1020317138,1659293126
10832,54883,1,(-2360+2484j),1148112407,1787088430
10876,54883,0,(2598+691j),4156438737,500447419
10876,54883,1,(1655-3085j),4284234000,628242727
10847,54883,0,(-1890+943j),1698997905,2337973896
10847,54883,1,(5022-3186j),1826793417,2465769440
10855,54883,0,(4389+339j),1488298645,2127274622
10855,54883,1,(2892-4363j),1616094232,2255070257
10851,54883,0,(-2866-611j),1593648267,2232624241
10851,54883,1,(-1705-2785j),1721443813,2360419859
10848,54883,0,(5043+4049j),598918677,1237894658
10848,54883,1,(3124+873j),726713932,1365689953
10838,54883,0,(819+3860j),3009776371,3648752340
10838,54883,1,(-3635-1974j),3137571623,3776547655
10882,54883,0,(767-6406j),1850930646,2489906632
10882,54883,1,(3193+4460j),1978725938,2617701954
10853,54883,0,(588+2706j),3688457104,32465789
10853,54883,1,(6720-1744j),3816252674,160261404
10861,54883,0,(1351+2592j),3477757936,4116733901
10861,54883,1,(4723+323j),3605553501,4244529528
10854,54883,0,(-6519+640j),2588377874,3227353860
10854,54883,1,(351+3807j),2716173212,3355149237
10844,54883,0,(743-6698j),704268306,1343244290
10844,54883,1,(-2883-4166j),832063545,1471039578
10865,54883,0,(-401-2800j),3372408388,4011384381
10865,54883,1,(-1433+1587j),3500203908,4139179936
10850,54883,0,(-2353+2128j),2693727494,3332703481
10850,54883,1,(760-2206j),2821522794,3460498819
10879,54883,0,(940-2351j),856201056,1495177026
10879,54883,1,(-3912+735j),983996569,1622972596
10866,54883,0,(-3234+3586j),2272329184,2911305165
10866,54883,1,(4440-1771j),2400124420,3039100442
10871,54883,0,(1560+2543j),1066900350,1705876329
10871,54883,1,(3586+717j),1194695805,1833671824
10856,54883,0,(-925+5017j),388219427,1027195408
10856,54883,1,(-2773+1514j),516014738,1154990770
10885,54883,0,(4099+1438j),2845660261,3484636236
10885,54883,1,(-2461+5227j),2973455831,3612431851
10872,54883,0,(1214+3959j),4261788415,605797078
10872,54883,1,(729+4087j),94616325,733592349
10877,54883,0,(-567-2266j),3056359509,3695335492
10877,54883,1,(-3670+2245j),3184155036,3823131069
10891,54883,0,(-2338+941j),540152161,1179128135
10891,54883,1,(1878+2184j),667947783,1306923800
10878,54883,0,(-1631-2395j),1956280283,2595256260
10878,54883,1,(-3289+1848j),2084075552,2723051568
10868,54883,0,(1646-4304j),72170760,711146729
10868,54883,1,(1971-2491j),199965921,838941956
10883,54883,0,(-2041+4210j),750851426,1389827405
10883,54883,1,(-1545-2475j),878646977,1517622994
10897,54883,0,(-1744-4285j),2529611351,3168587326
10897,54883,1,(-3463+2173j),2657406489,3296382523
10884,54883,0,(5147+2940j),3945739481,289748167
10884,54883,1,(-2584+3361j),4073534789,417543525
10874,54883,0,(-6147+5069j),2061629913,2700605897
10874,54883,1,(-15110-17674j),2189425168,2828401189
10889,54883,0,(1624+3682j),2740310631,3379286596
10889,54883,1,(1944+1925j),2868106235,3507082267
10903,54883,0,(-6702+2055j),224103216,863079182
10903,54883,1,(2168+4300j),351898385,990874418
10890,54883,0,(1632+4435j),1640231381,2279207372
10890,54883,1,(-6998-1528j),1768026757,2407002772
10895,54883,0,(3828+56j),434802522,1073778505
10895,54883,1,(-2167+4821j),562598168,1201574176
10909,54883,0,(-2959-1142j),2213562386,2852538364
10909,54883,1,(-3397-3246j),2341357581,2980333598
10886,54883,0,(-1781+5273j),1745581027,2384556998
10886,54883,1,(-3163-2362j),1873376350,2512352382
10901,54883,0,(5837+93j),2424261698,3063237663
10901,54883,1,(648+4233j),2552056857,3191032892
10915,54883,0,(-4395-1676j),4203021561,547030232
10915,54883,1,(3356+2072j),35849479,674825499
10913,54883,0,(1469-3559j),2108212738,2747188712
10913,54883,1,(-2321+2787j),2236007942,2874983961
10919,54883,0,(-2881+2177j),4097671922,441680595
10919,54883,1,(1689-3133j),4225467148,569475872
10892,54883,0,(-2325-5072j),3735040218,79048894
10892,54883,1,(-3808-5320j),3862835592,206844328
10904,54883,0,(2376-3046j),3418991271,4057967235
10904,54883,1,(-1820+447j),3546786713,4185762731
10857,54883,0,(-4480+843j),3583107492,4222083480
10857,54883,1,(-2819-3299j),3710903066,54911811
10863,54883,0,(-2709+2304j),1277599515,1916575496
10863,54883,1,(-654-3467j),1405395070,2044371078
10910,54883,0,(1353+1960j),1113483144,1752459130
10910,54883,1,(2702+884j),1241278601,1880254612
10869,54883,0,(-3238+192j),3267058828,3906034796
10869,54883,1,(2643-4113j),3394854241,4033830268
10875,54883,0,(81+2275j),961550667,1600526651
10875,54883,1,(-4515-3155j),1089346197,1728322212
10881,54883,0,(4069+1292j),2951009881,3589985851
10881,54883,1,(-4081+1406j),3078805413,3717781444
10887,54883,0,(-2026-541j),645501789,1284477767
10887,54883,1,(4087-1876j),773297380,1412273414
10896,54883,0,(1147+1959j),3629690577,4268666561
10896,54883,1,(3507-3432j),3757485970,101494710
10925,54883,0,(-1271-6644j),1792163799,2431139780
10925,54883,1,(-3928+561j),1919959063,2558935077
10888,54883,0,(-4140+4109j),3840389852,184398532
10888,54883,1,(2391+499j),3968185199,312193922
10916,54883,0,(-2539+2203j),3102942325,3741918298
10916,54883,1,(1485-1582j),3230737807,3869713829
10893,54883,0,(3212+20j),2634960980,3273936962
10893,54883,1,(-1256+1591j),2762756625,3401732640
10921,54883,0,(159+5087j),1897513460,2536489427
10921,54883,1,(-2685+3670j),2025308689,2664284711
10902,54883,0,(1652-2705j),1324182461,1963158427
10902,54883,1,(673-5609j),1451977877,2090953907
10894,54883,0,(4749+3045j),1534881756,2173857728
10894,54883,1,(3991-4290j),1662677131,2301653144
10922,54883,0,(-614-3902j),797434216,1436410191
10922,54883,1,(2329+4162j),925229713,1564205720
10899,54883,0,(2232-3028j),329452865,968428846
10899,54883,1,(877-3229j),457248025,1096224068
10927,54883,0,(-5932-3340j),3886972635,230981319
10927,54883,1,(2233-2571j),4014767903,358776641
10908,54883,0,(2268-4173j),3313641626,3952617604
10908,54883,1,(5333+3428j),3441437079,4080413099
10937,54883,0,(-5358+1701j),1476114920,2115090898
10937,54883,1,(971+3238j),1603910241,2242886278
10900,54883,0,(-880+2823j),3524340933,4163316910
10900,54883,1,(3200-3699j),3652136347,4291112391
10928,54883,0,(-531+1938j),2786893395,3425869381
10928,54883,1,(2900-727j),2914688932,3553664974
10905,54883,0,(2619+6359j),2318912035,2957888017
10905,54883,1,(-3040-2320j),2446707218,3085683234
10933,54883,0,(314-5311j),1581464558,2220440527
10933,54883,1,3273j,1709259855,2348235882
10914,54883,0,(-2485+1967j),1008133498,1647109457
10914,54883,1,(-892+2383j),1135928963,1774904991
10943,54883,0,(-4758+968j),3465574108,4104550087
10943,54883,1,(-186+6037j),3593369482,4232345519
10906,54883,0,(-2603-2286j),1218832803,1857808771
10906,54883,1,(-2307-5651j),1346628247,1985604258
10934,54883,0,(-2335-2338j),481385331,1120361300
10934,54883,1,(-3901-3713j),609180873,1248156903
10939,54883,0,(1047+6302j),3570923731,4209899724
10939,54883,1,(2645+92j),3698719089,42727826
10920,54883,0,(867-3671j),2997592693,3636568666
10920,54883,1,(-5337-3188j),3125388173,3764364191
10949,54883,0,(-2135+2852j),1160065996,1799041985
10949,54883,1,(2623-3022j),1287861418,1926837453
10940,54883,0,(-981+2328j),2470844512,3109820477
10940,54883,1,(2660+2199j),2598640125,3237616146
10917,54883,0,(687+4910j),2002863091,2641839061
10917,54883,1,(3092-2202j),2130658313,2769634336
10912,54883,0,(-2996+6143j),3208291973,3847267941
10912,54883,1,(-15110-17674j),3336087428,3975063458
10945,54883,0,(-2317+4788j),1265415624,1904391614
10945,54883,1,(1588-6392j),1393211027,2032187043
10926,54883,0,(2189-3346j),692084566,1331060548
10926,54883,1,(2324-3490j),819880087,1458856109
10955,54883,0,(1802-3911j),3149525211,3788501192
10955,54883,1,(3206+2864j),3277320675,3916296705
10946,54883,0,(-3032+1993j),165336393,804312385
10946,54883,1,(1316+5052j),293132051,932108082
10923,54883,0,(3440+4281j),3992322271,336330950
10923,54883,1,(3863+823j),4120117515,464126239
10918,54883,0,(-1342+3313j),902783868,1541759832
10918,54883,1,(5562+548j),1030579335,1669555346
10951,54883,0,(-4021+2262j),3254874835,3893850810
10951,54883,1,(-3674+942j),3382670271,4021646287
10932,54883,0,(1684+3204j),2681543789,3320519760
10932,54883,1,(6975-769j),2809339330,3448315358
10961,54883,0,(-1951-681j),844017109,1482993089
10961,54883,1,(-2263+2282j),971812542,1610788570
10952,54883,0,(1569+2759j),2154795609,2793771588
10952,54883,1,(-4133+3971j),2282590786,2921566816
10929,54883,0,(5419+802j),1686814181,2325790147
10929,54883,1,(2110+3521j),1814609462,2453585491
10924,54883,0,(-2054+209j),2892243037,3531219020
10924,54883,1,(2144-4933j),3020038553,3659014566
10957,54883,0,(-3106-2614j),949366765,1588342726
10957,54883,1,(-5374-761j),1077162203,1716138235
10938,54883,0,(2044-1049j),376035686,1015011655
10938,54883,1,(-2790-4332j),503831270,1142807303
10967,54883,0,(-2710+2839j),2833476244,3472452231
10967,54883,1,(-1022+2788j),2961271733,3600247758
10958,54883,0,(1630-6523j),4144254806,488263495
10958,54883,1,(-3137-2022j),4272050006,616058723
10935,54883,0,(288-5995j),3676273385,20282060
10935,54883,1,(3118+1870j),3804068700,148077428
10963,54883,0,(1886+3185j),2938825921,3577801900
10963,54883,1,(2486-1958j),3066621368,3705597402
10944,54883,0,(2711-1742j),2365494874,3004470842
10944,54883,1,(4928+4414j),2493290512,3132266534
10973,54883,0,(47-1775j),527968172,1166944151
10973,54883,1,(-4907+2698j),655763667,1294739683
10964,54883,0,(1621+3236j),1838746692,2477722665
10964,54883,1,(4260+2410j),1966541868,2605517908
10936,54883,0,(3759+1640j),2576194153,3215170132
10936,54883,1,(-800-4088j),2703989723,3342965760
10941,54883,0,(2957+3850j),1370765283,2009741265
10941,54883,1,(4215+3953j),1498560646,2137536671
10969,54883,0,(-2354-1097j),633317783,1272293747
10969,54883,1,(-484-3591j),761113259,1400089286
10950,54883,0,(-3379+934j),59986758,698962756
10950,54883,1,(785+3031j),187781933,826757973
10979,54883,0,(1966+3675j),2517427379,3156403343
10979,54883,1,(-4316+3904j),2645222864,3284198890
10970,54883,0,(2436-5198j),3828205843,172214527
10970,54883,1,(2490-2553j),3956001074,300009813
10942,54883,0,(875+3282j),270686044,909662028
10942,54883,1,(-2777-1184j),398481678,1037457689
10975,54883,0,(1558+936j),2622776995,3261752970
10975,54883,1,(-2355-4819j),2750572494,3389548514
10956,54883,0,(-6011-132j),2049445982,2688421962
10956,54883,1,(-2409+2017j),2177241193,2816217221
10985,54883,0,(889-3229j),211919302,850895262
10985,54883,1,(3141+3237j),339714773,978690802
10976,54883,0,(4705+2461j),1522697774,2161673737
10976,54883,1,(-3446-303j),1650492999,2289469033
10948,54883,0,(-2395+2348j),2260145222,2899121217
10948,54883,1,(-2532-3854j),2387940383,3026916422
10953,54883,0,(-2083-3746j),1054716373,1693692353
10953,54883,1,(2277+198j),1182511814,1821487856
10981,54883,0,(-3016+1158j),317268921,956244893
10981,54883,1,(-447+5792j),445064388,1084040427
10962,54883,0,(-1474+2965j),4038905166,382913848
10962,54883,1,(-1959-1480j),4166700351,510709078
10991,54883,0,(3237+1188j),2201378490,2840354466
10991,54883,1,(1896-1304j),2329174015,2968150033
10982,54883,0,(1686+2778j),3512156989,4151132965
10982,54883,1,(2654+1894j),3639952216,4278928226
